SRX1674506	TFs and others	MBD3	Uterus	HeLa	35004	451/2546	33/81	-5.56821	-1.52124	0.4348
SRX5848181	TFs and others	CTCF	Blood	K-562	26621	267/2546	8/81	0	0	1.06181
SRX019519	TFs and others	CTCF	Adipocyte	Adipose stromal cell	31903	367/2546	11/81	0	0	1.06145
SRX199863	TFs and others	CTCF	Lung	AG04450	29842	300/2546	9/81	0	0	1.06049
SRX199904	TFs and others	CTCF	Epidermis	NHDF-neo	27913	300/2546	9/81	0	0	1.06049
SRX433194	TFs and others	AR	Kidney	293	51394	100/2546	3/81	0	0	1.06049
SRX5124842	TFs and others	FOXA1	Prostate	22Rv1	8470	100/2546	3/81	0	0	1.06049
SRX190276	TFs and others	CTCF	Blood	K-562	38039	433/2546	13/81	0	0	1.05967
SRX080395	TFs and others	CTCF	Cardiovascular	HCFaa	36212	333/2546	10/81	0	0	1.05943
SRX150666	TFs and others	TRIM28	Bone	U2OS	8751	333/2546	10/81	0	0	1.05943
SRX11312425	TFs and others	SMC3	Lung	A549	27226	233/2546	7/81	0	0	1.05897
SRX188950	TFs and others	CTCF	Blood	GM20000	18468	233/2546	7/81	0	0	1.05897
SRX369138	TFs and others	EP300	Blood	CUTLL1	7940	233/2546	7/81	0	0	1.05897
SRX3722707	TFs and others	ESR1	Breast	Breast cancer cells	26571	233/2546	7/81	0	0	1.05897
SRX4547415	TFs and others	CTCF	Breast	FULVR	6010	233/2546	7/81	0	0	1.05897
SRX7626336	TFs and others	CTCF	Others	Mesenchymal Stromal Cells	14512	233/2546	7/81	0	0	1.05897
SRX100501	TFs and others	CTCF	Lung	A549	28348	266/2546	8/81	0	0	1.05784
SRX1073586	TFs and others	MYC	Blood	GEN2.2	1485	133/2546	4/81	0	0	1.05784
SRX150599	TFs and others	MAFF	Blood	K-562	18488	133/2546	4/81	0	0	1.05784
SRX199854	TFs and others	CTCF	Lung	NHLF	25993	266/2546	8/81	0	0	1.05784
SRX2267457	TFs and others	BRD4	Lung	PC-9	4887	266/2546	8/81	0	0	1.05784
SRX4521398	TFs and others	CTCF	Blood	Macrophages	7790	133/2546	4/81	0	0	1.05784
SRX7202543	TFs and others	CTCF	Uterus	HEC-1-B	14117	133/2546	4/81	0	0	1.05784
SRX3478026	TFs and others	CTCF	Uterus	HeLa	41104	432/2546	13/81	0	0	1.05722
SRX1026681	TFs and others	CTCF	Pancreas	PANC-1	27060	299/2546	9/81	0	0	1.05695
SRX2778396	TFs and others	YY1	Blood	Lymphoblastoid cell line	1965	299/2546	9/81	0	0	1.05695
SRX3110729	TFs and others	ESR1	Breast	MCF-7	32962	299/2546	9/81	0	0	1.05695
SRX3142682	TFs and others	ILF3	Blood	K-562	4658	332/2546	10/81	0	0	1.05625
SRX4001959	TFs and others	SPI1	Blood	THP-1	45132	332/2546	10/81	0	0	1.05625
SRX4677298	TFs and others	FOXA2	Pancreas	CFPAC-1	7938	166/2546	5/81	0	0	1.05625
SRX5982341	TFs and others	SMARCA4	Lung	A549	6392	166/2546	5/81	0	0	1.05625
SRX8089631	TFs and others	FOXA1	Prostate	VCaP	25703	166/2546	5/81	0	0	1.05625
SRX100449	TFs and others	HNF4G	Liver	Hep G2	15992	199/2546	6/81	0	0	1.05518
SRX346921	TFs and others	MITF	Epidermis	Melanocytes	3761	199/2546	6/81	0	0	1.05518
SRX2059877	TFs and others	MGEA5	Blood	BJAB	5207	431/2546	13/81	0	0	1.05478
SRX475752	TFs and others	EP300	Blood	GM12878	30864	431/2546	13/81	0	0	1.05478
SRX038562	TFs and others	CTCF	Breast	HMEC	25527	232/2546	7/81	0	0	1.05443
SRX4792906	TFs and others	CTCF	Breast	T-47D	18776	464/2546	14/81	0	0	1.05443
SRX4792911	TFs and others	RAD21	Breast	T-47D	4086	232/2546	7/81	0	0	1.05443
SRX5525775	TFs and others	MYCN	Neural	SH-EP	1866	232/2546	7/81	0	0	1.05443
SRX7897897	TFs and others	CTCF	Breast	MDA-MB-231	27002	232/2546	7/81	0	0	1.05443
SRX038644	TFs and others	CTCF	Epidermis	NHEK	24531	265/2546	8/81	0	0	1.05386
SRX4001947	TFs and others	CTCF	Blood	THP-1	25421	265/2546	8/81	0	0	1.05386
SRX080408	TFs and others	CTCF	Neural	HCPEpiC	41167	298/2546	9/81	0	0	1.05342
SRX199893	TFs and others	CTCF	Neural	HRPEpiC	31985	298/2546	9/81	0	0	1.05342
SRX356579	TFs and others	CTCF	Blood	GM18526	29167	298/2546	9/81	0	0	1.05342
SRX4705120	TFs and others	GATA3	Blood	Jurkat	8999	331/2546	10/81	0	0	1.05306
SRX6175616	TFs and others	CTCF	Bone	A-673	53329	463/2546	14/81	0	0	1.05215
SRX9345718	TFs and others	CTCF	Blood	Erythroid Cells	30924	463/2546	14/81	0	0	1.05215
SRX186638	TFs and others	CTCF	Neural	SK-N-SH	42381	496/2546	15/81	0	0	1.052
ERX200532	TFs and others	CTCF	Blood	B cells	2111	33/2546	1/81	0	0	1.04988
SRX013323	TFs and others	ZNF263	Blood	K-562	823	33/2546	1/81	0	0	1.04988
SRX017698	TFs and others	CREBBP	Blood	CD4+ T cells	1948	264/2546	8/81	0	0	1.04988
SRX022391	TFs and others	VDR	Blood	Lymphoblastoid cell line	581	66/2546	2/81	0	0	1.04988
SRX022575	TFs and others	ERG	Prostate	RWPE-1	260	33/2546	1/81	0	0	1.04988
SRX037935	TFs and others	CTCF	Blood	CD34+	2368	66/2546	2/81	0	0	1.04988
SRX059360	TFs and others	EP300	Pluripotent stem cell	hESC derived neural crests	2885	66/2546	2/81	0	0	1.04988
SRX080412	TFs and others	CTCF	Cardiovascular	HUVEC	26196	297/2546	9/81	0	0	1.04988
SRX101136	TFs and others	AR	Prostate	VCaP	14813	33/2546	1/81	0	0	1.04988
SRX10119123	TFs and others	LYL1	Blood	MV-4-11	3263	33/2546	1/81	0	0	1.04988
SRX105186	TFs and others	TP63	Epidermis	Keratinocytes	3308	99/2546	3/81	0	0	1.04988
SRX1460853	TFs and others	MED1	Blood	Th1 Cells	543	66/2546	2/81	0	0	1.04988
SRX1514284	TFs and others	EP300	Blood	Kasumi-1	7477	396/2546	12/81	0	0	1.04988
SRX176059	TFs and others	FOXA1	Prostate	C4-2	2700	33/2546	1/81	0	0	1.04988
SRX2017926	TFs and others	AR	Prostate	LNCAP	15963	33/2546	1/81	0	0	1.04988
SRX212444	TFs and others	RUNX1	Blood	CD4+ T cells	1165	66/2546	2/81	0	0	1.04988
SRX2570615	TFs and others	SMC1A	Blood	HAP1	4998	99/2546	3/81	0	0	1.04988
SRX2578883	TFs and others	MED1	Breast	MDA-MB-231	703	33/2546	1/81	0	0	1.04988
SRX2796992	TFs and others	ERF	Prostate	VCaP	5886	165/2546	5/81	0	0	1.04988
SRX2837389	TFs and others	NFKB2	Blood	GM12878	850	33/2546	1/81	0	0	1.04988
SRX2850860	TFs and others	APC	Digestive tract	HCT 116	2643	165/2546	5/81	0	0	1.04988
SRX3367000	TFs and others	AR	Prostate	LNCAP	3082	33/2546	1/81	0	0	1.04988
SRX360568	TFs and others	CTCF	Digestive tract	GP5d	28443	165/2546	5/81	0	0	1.04988
SRX4001945	TFs and others	RAD21	Blood	THP-1	30325	297/2546	9/81	0	0	1.04988
SRX4116063	TFs and others	ESR1	Uterus	Endometrium cancer	710	33/2546	1/81	0	0	1.04988
SRX4174974	TFs and others	PPARG	Adipocyte	Adipocytes	8006	33/2546	1/81	0	0	1.04988
SRX4737859	TFs and others	BAP1	Pancreas	HPDE6	684	66/2546	2/81	0	0	1.04988
SRX5360650	TFs and others	KLF4	Epidermis	BJ	6469	396/2546	12/81	0	0	1.04988
SRX5501657	TFs and others	CDK9	Epidermis	A-375	537	33/2546	1/81	0	0	1.04988
SRX5574383	TFs and others	SPI1	Blood	KG-1	7102	33/2546	1/81	0	0	1.04988
SRX5719580	TFs and others	CTCF	Blood	CUTLL1	4389	99/2546	3/81	0	0	1.04988
SRX5771666	TFs and others	SOX2	Gonad	N2102Ep	18011	33/2546	1/81	0	0	1.04988
SRX5879971	TFs and others	TEAD4	Epidermis	BJ	1131	33/2546	1/81	0	0	1.04988
SRX6054277	TFs and others	HDAC4	Uterus	SK-UT-1	1981	33/2546	1/81	0	0	1.04988
SRX6367594	TFs and others	NCOA1	Kidney	293	3821	33/2546	1/81	0	0	1.04988
SRX644408	TFs and others	GABPA	Prostate	DU 145	1971	264/2546	8/81	0	0	1.04988
SRX701982	TFs and others	FOXA2	Pluripotent stem cell	hESC derived mesendodermal cells	5512	33/2546	1/81	0	0	1.04988
SRX7054993	TFs and others	ERG	Cardiovascular	HAEC	1074	33/2546	1/81	0	0	1.04988
SRX7202558	TFs and others	CTCF	Uterus	HEC-1-B	24761	231/2546	7/81	0	0	1.04988
SRX722349	TFs and others	NIPBL	Blood	RAMOS	3773	132/2546	4/81	0	0	1.04988
SRX7498504	TFs and others	CTCF	Others	HMS001	4906	33/2546	1/81	0	0	1.04988
SRX7807104	TFs and others	CTCF	Unclassified	Unclassified	38396	528/2546	16/81	0	0	1.04988
SRX813774	TFs and others	RELA	Adipocyte	SGBS	21910	66/2546	2/81	0	0	1.04988
SRX8468591	TFs and others	BRD4	Liver	HuH-7	2466	66/2546	2/81	0	0	1.04988
SRX9237238	TFs and others	PAF1	Blood	K-562	2657	99/2546	3/81	0	0	1.04988
SRX9632849	TFs and others	CTCF	Uterus	HeLa	37279	363/2546	11/81	0	0	1.04988
SRX2194289	TFs and others	BRD4	Breast	SUM 229PE	8177	527/2546	16/81	0	0	1.04789
SRX186704	TFs and others	CTCF	Blood	Monocytes-CD14+	27119	395/2546	12/81	0	0	1.04723
SRX190201	TFs and others	TCF3	Blood	GM12878	10171	395/2546	12/81	0	0	1.04723
SRX190257	TFs and others	RAD21	Uterus	ECC-1	37415	395/2546	12/81	0	0	1.04723
SRX6578928	TFs and others	CTCF	Blood	T cells	20781	395/2546	12/81	0	0	1.04723
SRX849404	TFs and others	CDK8	Blood	K-562	3067	362/2546	11/81	0	0	1.04699
SRX7141988	TFs and others	O-GlcNAc	Adipocyte	Adipocytes	3202	329/2546	10/81	0	0	1.0467
SRX6578934	TFs and others	CTCF	Blood	T-ALL	25218	296/2546	9/81	0	0	1.04635
SRX2570608	TFs and others	CTCF	Blood	HAP1	26723	263/2546	8/81	0	0	1.04591
SRX4377542	TFs and others	BRD2	Breast	MDA-MB-231	6583	526/2546	16/81	0	0	1.04591
SRX5848182	TFs and others	CTCF	Blood	K-562	28200	263/2546	8/81	0	0	1.04591
SRX7202559	TFs and others	CTCF	Blood	K-562	27861	263/2546	8/81	0	0	1.04591
SRX080355	TFs and others	CTCF	Blood	GM12872	19919	230/2546	7/81	0	0	1.04534
SRX1744960	TFs and others	CTCF	Blood	THP-1	14620	230/2546	7/81	0	0	1.04534
SRX199892	TFs and others	CTCF	Blood	GM12864	27696	230/2546	7/81	0	0	1.04534
SRX7902022	TFs and others	POU5F1	Prostate	22Rv1	1834	230/2546	7/81	0	0	1.04534
SRX9345715	TFs and others	CTCF	Blood	Erythroid Cells	26861	460/2546	14/81	0	0	1.04534
SRX735289	TFs and others	TBX21	Blood	Th1 Cells	9640	427/2546	13/81	0	0	1.04499
SRX5574494	TFs and others	SPI1	Blood	CTV-1	23810	394/2546	12/81	0	0	1.04458
SRX356689	TFs and others	CTCF	Blood	GM19240	43013	558/2546	17/81	0	0	1.04427
ERX200492	TFs and others	CTCF	Blood	B cells	8599	164/2546	5/81	0	0	1.04352
SRX1514932	TFs and others	GFP	Kidney	293	2764	328/2546	10/81	0	0	1.04352
SRX4547412	TFs and others	CTCF	Breast	MCF-7	3279	164/2546	5/81	0	0	1.04352
SRX6578938	TFs and others	CTCF	Blood	Jurkat	28669	328/2546	10/81	0	0	1.04352
SRX150477	TFs and others	FOS	Breast	MCF 10A	69827	459/2546	14/81	0	0	1.04306
SRX4611714	TFs and others	ESR1	Breast	MCF-7	48239	459/2546	14/81	0	0	1.04306
SRX1962094	TFs and others	MYF5	Muscle	RH-18	7796	295/2546	9/81	0	0	1.04281
SRX5880870	TFs and others	SMC1A	Digestive tract	DKO	17955	295/2546	9/81	0	0	1.04281
SRX100395	TFs and others	SRF	Blood	GM12878	3053	262/2546	8/81	0	0	1.04193
SRX1136745	TFs and others	JUND	Epidermis	Melanoma	2839	393/2546	12/81	0	0	1.04193
SRX150457	TFs and others	BRCA1	Blood	GM12878	1019	131/2546	4/81	0	0	1.04193
SRX4001944	TFs and others	RAD21	Blood	THP-1	27173	262/2546	8/81	0	0	1.04193
SRX5068571	TFs and others	SMARCC1	Gonad	BIN-67	2351	131/2546	4/81	0	0	1.04193
SRX5577153	TFs and others	AR	Prostate	LNCAP	23708	131/2546	4/81	0	0	1.04193
SRX573029	TFs and others	AFF4	Uterus	HeLa	1682	131/2546	4/81	0	0	1.04193
SRX6957397	TFs and others	FOXL2	Kidney	HGrC1	10305	131/2546	4/81	0	0	1.04193
SRX3800709	TFs and others	CTCF	Breast	T-47D	43539	491/2546	15/81	0	0	1.0414
SRX448960	TFs and others	BRD4	Blood	DND-41	4872	327/2546	10/81	0	0	1.04034
SRX017859	TFs and others	RELA	Blood	GM19193	3477	98/2546	3/81	0	0	1.03928
SRX080404	TFs and others	CTCF	Blood	GM12874	29206	294/2546	9/81	0	0	1.03928
SRX1053373	TFs and others	CTCF	Pluripotent stem cell	ES cells	4781	98/2546	3/81	0	0	1.03928
SRX2842444	TFs and others	FOSL1	Bone	143B	2949	98/2546	3/81	0	0	1.03928
SRX4001833	TFs and others	CTCF	Blood	THP-1	27278	294/2546	9/81	0	0	1.03928
SRX4212570	TFs and others	EZH2	Blood	Peripheral blood mononuclear cells	1172	98/2546	3/81	0	0	1.03928
SRX5075175	TFs and others	SMARCA4	Neural	Neural progenitor cells	20774	294/2546	9/81	0	0	1.03928
SRX7223844	TFs and others	CTCF	Bone	U2OS	5423	98/2546	3/81	0	0	1.03928
SRX8984329	TFs and others	RAD21	Bone	A-673	16344	98/2546	3/81	0	0	1.03928
SRX6435407	TFs and others	SUPT5H	Kidney	293	2950	359/2546	11/81	0	0	1.03831
SRX100393	TFs and others	CTCF	Breast	T-47D	22319	261/2546	8/81	0	0	1.03795
SRX5848176	TFs and others	CTCF	Blood	K-562	29719	261/2546	8/81	0	0	1.03795
SRX5821035	TFs and others	CTCF	Blood	HUDEP-2	20789	424/2546	13/81	0	0	1.03765
SRX100382	TFs and others	PAX5	Blood	GM12891	3467	163/2546	5/81	0	0	1.03716
SRX1091824	TFs and others	CTCF	Breast	MCF-7	46178	326/2546	10/81	0	0	1.03716
SRX1967782	TFs and others	SMC1A	Epidermis	Keratinocytes	7331	163/2546	5/81	0	0	1.03716
SRX8570927	TFs and others	HAP1	Blood	KBM-7	21344	163/2546	5/81	0	0	1.03716
SRX9005594	TFs and others	Epitope tags	Others	TM5	4830	163/2546	5/81	0	0	1.03716
SRX5341942	TFs and others	CASZ1	Muscle	Rhabdomyosarcoma	7790	391/2546	12/81	0	0	1.03663
SRX6813404	TFs and others	ATF4	Uterus	HeLa	11485	391/2546	12/81	0	0	1.03663
SRX356456	TFs and others	CTCF	Blood	GM12878	43261	619/2546	19/81	0	0	1.03649
SRX2020843	TFs and others	STAT3	Breast	HCC70	21054	586/2546	18/81	0	0	1.03574
SRX2683605	TFs and others	Epitope tags	Kidney	293	2085	293/2546	9/81	0	0	1.03574
SRX4143072	TFs and others	TAF1	Blood	Kasumi-1	1716	293/2546	9/81	0	0	1.03574
SRX4377128	TFs and others	CTCF	Pluripotent stem cell	hESC derived cardiac cells	24358	293/2546	9/81	0	0	1.03574
SRX4611719	TFs and others	ESR1	Breast	MCF-7	37564	293/2546	9/81	0	0	1.03574
SRX3642947	TFs and others	PRMT1	Epidermis	Keratinocytes	13863	553/2546	17/81	0	0	1.03491
SRX097581	TFs and others	FOXP1	Pluripotent stem cell	hESC H9	3135	195/2546	6/81	0	0	1.03397
SRX1403231	TFs and others	JMJD6	Others	Tumor	2159	65/2546	2/81	0	0	1.03397
SRX1555436	TFs and others	MITF	Epidermis	501A	23242	585/2546	18/81	0	0	1.03397
SRX1658067	TFs and others	BRD4	Lung	IMR-90	2782	130/2546	4/81	0	0	1.03397
SRX2267439	TFs and others	BRD4	Epidermis	A-375	9418	390/2546	12/81	0	0	1.03397
SRX2642356	TFs and others	FOXA1	Prostate	22Rv1	7582	65/2546	2/81	0	0	1.03397
SRX2642373	TFs and others	HOXB13	Prostate	VCaP	16284	65/2546	2/81	0	0	1.03397
SRX3346352	TFs and others	RELA	Kidney	786-O	2362	130/2546	4/81	0	0	1.03397
SRX514837	TFs and others	TP63	Epidermis	Keratinocytes	17868	65/2546	2/81	0	0	1.03397
SRX5957526	TFs and others	TBP	Pluripotent stem cell	hESC H1	2189	130/2546	4/81	0	0	1.03397
SRX702031	TFs and others	KLF5	Pluripotent stem cell	hESC HUES64	447	65/2546	2/81	0	0	1.03397
SRX7695560	TFs and others	TEAD4	Lung	NCI-H2171	6511	65/2546	2/81	0	0	1.03397
SRX8089636	TFs and others	FOXA1	Prostate	VCaP	7732	65/2546	2/81	0	0	1.03397
SRX818641	TFs and others	SUMO2	Kidney	293	12389	65/2546	2/81	0	0	1.03397
SRX8406451	TFs and others	AR	Prostate	Prostatic Neoplasms, Castration-Resistant	8273	65/2546	2/81	0	0	1.03397
SRX8588598	TFs and others	PAX8	Gonad	KURAMOCHI	6169	65/2546	2/81	0	0	1.03397
SRX968976	TFs and others	RELA	Breast	MCF-7	3317	130/2546	4/81	0	0	1.03397
SRX186780	TFs and others	RBBP5	Pluripotent stem cell	hESC H1	11092	552/2546	17/81	0	0	1.03304
SRX190255	TFs and others	ZBTB33	Neural	SK-N-SH	5904	552/2546	17/81	0	0	1.03304
SRX2267459	TFs and others	BRD4	Lung	PC-9	7377	422/2546	13/81	0	0	1.03275
SRX3962736	TFs and others	LMNA	Epidermis	BJ-5ta	11748	422/2546	13/81	0	0	1.03275
SRX5604679	TFs and others	FOXA1	Prostate	LNCAP	23785	584/2546	18/81	0	0	1.03221
SRX9498734	TFs and others	GTF2A2	Blood	K-562	3567	584/2546	18/81	0	0	1.03221
SRX7944498	TFs and others	ESR1	Uterus	Ishikawa	10295	454/2546	14/81	0	0	1.0317
SRX8066530	TFs and others	CTCF	Blood	GM06077	38874	454/2546	14/81	0	0	1.0317
SRX080142	TFs and others	CTCF	Liver	Hep G2	25335	162/2546	5/81	0	0	1.03079
SRX130603	TFs and others	EP300	Blood	OCI-LY1	3788	162/2546	5/81	0	0	1.03079
SRX1738529	TFs and others	CTCF	Blood	Hematopoietic Stem Cells	12849	324/2546	10/81	0	0	1.03079
SRX2368879	TFs and others	FOXA2	Epidermis	BJ	23747	162/2546	5/81	0	0	1.03079
SRX275404	TFs and others	BRD4	Blood	OCI-LY1	1706	162/2546	5/81	0	0	1.03079
SRX5089503	TFs and others	HDAC1	Breast	MCF-7	4724	486/2546	15/81	0	0	1.03079
SRX6614729	TFs and others	CTCF	Lung	IMR-90	32522	324/2546	10/81	0	0	1.03079
SRX6614732	TFs and others	CTCF	Lung	IMR-90	27957	324/2546	10/81	0	0	1.03079
SRX190222	TFs and others	E2F6	Lung	A549	8848	745/2546	23/81	0	0	1.03052
ERX989288	TFs and others	CTCF	Blood	K-562	38781	421/2546	13/81	0	0	1.0303
SRX150388	TFs and others	NRF1	Pluripotent stem cell	hESC H1	3992	421/2546	13/81	0	0	1.0303
SRX356437	TFs and others	CTCF	Blood	GM10847	31577	421/2546	13/81	0	0	1.0303
SRX1690213	TFs and others	MYCN	Neural	NGP	4286	259/2546	8/81	0	0	1.03
SRX1721488	TFs and others	ETV1	Epidermis	A-375	8343	259/2546	8/81	0	0	1.03
SRX4890467	TFs and others	CTCF	Blood	Kasumi-1	19660	259/2546	8/81	0	0	1.03
SRX356595	TFs and others	CTCF	Blood	GM18951	30614	356/2546	11/81	0	0	1.02964
SRX3447360	TFs and others	ESR1	Breast	MCF-7	58348	453/2546	14/81	0	0	1.02943
ERX2868716	TFs and others	CTCF	Blood	K-562	38175	388/2546	12/81	0	0	1.02867
SRX1012538	TFs and others	BCL6	Blood	B cells	7052	97/2546	3/81	0	0	1.02867
SRX150353	TFs and others	RELA	Blood	GM19099	11193	291/2546	9/81	0	0	1.02867
SRX150455	TFs and others	EBF1	Blood	GM12878	33502	388/2546	12/81	0	0	1.02867
SRX186632	TFs and others	SMC3	Neural	SK-N-SH	28827	291/2546	9/81	0	0	1.02867
SRX4001904	TFs and others	RAD21	Blood	THP-1	24703	194/2546	6/81	0	0	1.02867
SRX4235880	TFs and others	TP53	Digestive tract	SW 480	4819	194/2546	6/81	0	0	1.02867
SRX4572974	TFs and others	ETV4	Liver	Hep G2	1529	194/2546	6/81	0	0	1.02867
SRX5234467	TFs and others	SMARCC1	Pluripotent stem cell	iPS cells	6467	97/2546	3/81	0	0	1.02867
SRX6602360	TFs and others	ARNTL	Neural	Glioma stem cells	6718	679/2546	21/81	0	0	1.02867
SRX9498740	TFs and others	GTF2B	Blood	K-562	1967	194/2546	6/81	0	0	1.02867
ERX989298	TFs and others	CTCF	Blood	K-562	39309	420/2546	13/81	0	0	1.02786
SRX3447351	TFs and others	ESR1	Breast	MCF-7	51721	420/2546	13/81	0	0	1.02786
SRX4708023	TFs and others	HNRNPL	Liver	Hep G2	9140	420/2546	13/81	0	0	1.02786
SRX199859	TFs and others	CTCF	Breast	HMEC	34347	323/2546	10/81	0	0	1.02761
SRX190211	TFs and others	PBX3	Lung	A549	4547	452/2546	14/81	0	0	1.02716
SRX219285	TFs and others	FOXA1	Prostate	LNCAP	77723	226/2546	7/81	0	0	1.02716
SRX4377123	TFs and others	CTCF	Pluripotent stem cell	ES cells	19937	226/2546	7/81	0	0	1.02716
SRX6614749	TFs and others	SMC3	Lung	IMR-90	19306	226/2546	7/81	0	0	1.02716
ERX2868713	TFs and others	CTCF	Unclassified	Unclassified	42020	484/2546	15/81	0	0	1.02655
ERX1276010	TFs and others	CTCF	Blood	UT-7	6347	129/2546	4/81	0	0	1.02602
SRX019498	TFs and others	CTCF	Adipocyte	Adipose stromal cell	31271	258/2546	8/81	0	0	1.02602
SRX100442	TFs and others	POU2F2	Blood	GM12891	13378	774/2546	24/81	0	0	1.02602
SRX100466	TFs and others	ESR1	Uterus	ECC-1	1592	129/2546	4/81	0	0	1.02602
SRX1744957	TFs and others	CTCF	Blood	THP-1	19836	258/2546	8/81	0	0	1.02602
SRX199885	TFs and others	CTCF	Cardiovascular	HCM	27562	258/2546	8/81	0	0	1.02602
SRX356767	TFs and others	CTCF	Blood	Lymphoblastoid cell line	46611	516/2546	16/81	0	0	1.02602
SRX4313220	TFs and others	HDAC2	Muscle	RH-4	5049	129/2546	4/81	0	0	1.02602
SRX5719581	TFs and others	CTCF	Blood	CUTLL1	6222	129/2546	4/81	0	0	1.02602
SRX8528442	TFs and others	RAD21	Uterus	HeLa	12384	129/2546	4/81	0	0	1.02602
SRX2166895	TFs and others	CTCF	Neural	Retina	8483	161/2546	5/81	0	0	1.02443
SRX3927334	TFs and others	ONECUT2	Digestive tract	MKN-74	67686	322/2546	10/81	0	0	1.02443
SRX6435405	TFs and others	SUPT5H	Kidney	293	4303	483/2546	15/81	0	0	1.02443
SRX6949259	TFs and others	Epitope tags	Uterus	HeLa	30578	161/2546	5/81	0	0	1.02443
SRX2355081	TFs and others	RELA	Cardiovascular	HAEC	11407	837/2546	26/81	0	0	1.02419
SRX8673479	TFs and others	CTCF	Bone	HT-1080	58425	676/2546	21/81	0	0	1.02413
SRX4792901	TFs and others	CTCF	Breast	T-47D	19785	515/2546	16/81	0	0	1.02403
SRX8673363	TFs and others	RUNX1T1	Blood	Kasumi-1	6840	354/2546	11/81	0	0	1.02385
SRX080351	TFs and others	CTCF	Blood	HL-60	20145	193/2546	6/81	0	0	1.02337
SRX103004	TFs and others	CTCF	Breast	MCF-7	53918	579/2546	18/81	0	0	1.02337
SRX1033270	TFs and others	FOXA1	Prostate	LNCAP	23466	193/2546	6/81	0	0	1.02337
SRX356785	TFs and others	CTCF	Blood	MS1	47043	579/2546	18/81	0	0	1.02337
SRX8272901	TFs and others	BRD4	Blood	BLaER1	3637	193/2546	6/81	0	0	1.02337
SRX9513907	TFs and others	FOXA1	Prostate	LNCAP	17088	193/2546	6/81	0	0	1.02337
SRX1013968	TFs and others	NELFA	Uterus	HeLa	5456	675/2546	21/81	0	0	1.02261
SRX3256865	TFs and others	RYBP	Pluripotent stem cell	hESC H1	6487	225/2546	7/81	0	0	1.02261
SRX4212578	TFs and others	EZH2	Blood	Peripheral blood mononuclear cells	2495	225/2546	7/81	0	0	1.02261
SRX4941326	TFs and others	XBP1	Prostate	LNCAP	1979	225/2546	7/81	0	0	1.02261
SRX6102131	TFs and others	SUPT5H	Uterus	HeLa	6514	482/2546	15/81	0	0	1.02231
SRX1053364	TFs and others	CTCF	Pluripotent stem cell	ES cells	24068	257/2546	8/81	0	0	1.02204
SRX6778343	TFs and others	ELF1	Lung	A549	7746	771/2546	24/81	0	0	1.02204
SRX6957463	TFs and others	FOXL2	Kidney	HGrC1	13965	257/2546	8/81	0	0	1.02204
SRX8073481	TFs and others	TBL1Y	Blood	DLBCL	1790	257/2546	8/81	0	0	1.02204
SRX3591825	TFs and others	MEF2C	Blood	MOLM-13	33444	546/2546	17/81	0	0	1.02181
SRX9838424	TFs and others	YY1	Prostate	LNCAP	6274	578/2546	18/81	0	0	1.0216
SRX2778384	TFs and others	YY1	Blood	Lymphoblastoid cell line	2737	353/2546	11/81	0	0	1.02096
SRX6913088	TFs and others	BRD4	Blood	K-562	12194	738/2546	23/81	0	0	1.02083
SRX264458	TFs and others	MED1	Blood	MM.1S	6691	385/2546	12/81	0	0	1.02072
SRX718122	TFs and others	WDR5	Bone	SKMNC	3551	449/2546	14/81	0	0	1.02034
SRX3040158	TFs and others	SMC1A	Cardiovascular	Coronary artery endothelial cells	30472	481/2546	15/81	0	0	1.02019
SRX8616798	TFs and others	JUN	Lung	A549	14319	545/2546	17/81	0	0	1.01994
SRX818632	TFs and others	SUMO2	Kidney	293	25904	577/2546	18/81	0	0	1.01984
SRX8472389	TFs and others	RUNX2	Blood	KARPAS-45	13535	577/2546	18/81	0	0	1.01984
SRX8616828	TFs and others	FOSL2	Lung	A549	16936	673/2546	21/81	0	0	1.01958
SRX10045363	TFs and others	ASXL1	Blood	THP-1	6630	897/2546	28/81	0	0	1.0192
DRX044425	TFs and others	CTCF	Blood	T cells	27524	256/2546	8/81	0	0	1.01807
ERX200504	TFs and others	CTCF	Blood	B cells	2107	32/2546	1/81	0	0	1.01807
ERX200515	TFs and others	CTCF	Blood	B cells	10717	128/2546	4/81	0	0	1.01807
SRX062335	TFs and others	RUNX1	Blood	Kasumi-1	1280	32/2546	1/81	0	0	1.01807
SRX1089828	TFs and others	NFE2	Blood	Hematopoietic Stem Cells	786	32/2546	1/81	0	0	1.01807
SRX1514963	TFs and others	GFP	Kidney	293	15443	384/2546	12/81	0	0	1.01807
SRX1531780	TFs and others	NIPBL	Lung	A549	1404	64/2546	2/81	0	0	1.01807
SRX1550249	TFs and others	MYC	Bone	U2OS	246	32/2546	1/81	0	0	1.01807
SRX190297	TFs and others	REST	Uterus	ECC-1	7110	32/2546	1/81	0	0	1.01807
SRX243765	TFs and others	PAX5	Blood	L-428	2067	32/2546	1/81	0	0	1.01807
SRX306516	TFs and others	AR	Prostate	DU 145	16371	160/2546	5/81	0	0	1.01807
SRX3068920	TFs and others	AR	Prostate	22Rv1	2294	352/2546	11/81	0	0	1.01807
SRX3110776	TFs and others	SMC3	Uterus	HeLa	14183	192/2546	6/81	0	0	1.01807
SRX3110778	TFs and others	Epitope tags	Uterus	HeLa	30566	160/2546	5/81	0	0	1.01807
