SRX6957431	TFs and others	FOXL2	Gonad	KGN	58957	50/145	147/256	-4.93022	-1.32655	0.600516
SRX4119731	TFs and others	Epitope tags	Kidney	293	443	8/145	9/256	-0.35705	-0.209778	1.56935
SRX4212580	TFs and others	EZH2	Blood	Peripheral blood mononuclear cells	513	8/145	9/256	-0.35705	-0.209778	1.56935
SRX4221461	TFs and others	RAD21	Neural	SK-N-SH	11925	8/145	9/256	-0.35705	-0.209778	1.56935
SRX4931251	TFs and others	KMT2A	Kidney	293	4034	8/145	9/256	-0.35705	-0.209778	1.56935
SRX502072	TFs and others	AR	Prostate	Prostate cancer	8326	8/145	9/256	-0.35705	-0.209778	1.56935
SRX5203292	TFs and others	CTCF	Breast	MCF-7	8199	8/145	9/256	-0.35705	-0.209778	1.56935
SRX5289982	TFs and others	NR3C1	Lung	BEAS-2B	1102	8/145	9/256	-0.35705	-0.209778	1.56935
SRX5391682	TFs and others	RAD21	Blood	Neutrophils	2568	8/145	9/256	-0.35705	-0.209778	1.56935
SRX5394928	TFs and others	ATOH1	Epidermis	MKL-1	10197	8/145	9/256	-0.35705	-0.209778	1.56935
SRX5447476	TFs and others	Epitope tags	Pluripotent stem cell	iPS cells	1058	8/145	9/256	-0.35705	-0.209778	1.56935
SRX5514022	TFs and others	JUN	Uterus	Uterin leiomyoma	543	8/145	9/256	-0.35705	-0.209778	1.56935
SRX5514039	TFs and others	MED12	Uterus	Myometrium	1147	8/145	9/256	-0.35705	-0.209778	1.56935
SRX5716464	TFs and others	SMARCA4	Neural	Neural progenitor cells	2232	8/145	9/256	-0.35705	-0.209778	1.56935
SRX595676	TFs and others	AR	Prostate	VCaP	17505	8/145	9/256	-0.35705	-0.209778	1.56935
SRX6852814	TFs and others	SOX2	Lung	LK-2	3343	8/145	9/256	-0.35705	-0.209778	1.56935
SRX701964	TFs and others	CTCF	Pluripotent stem cell	hESC HUES64	20856	8/145	9/256	-0.35705	-0.209778	1.56935
SRX747783	TFs and others	RELA	Breast	MCF-7	436	8/145	9/256	-0.35705	-0.209778	1.56935
SRX7580946	TFs and others	AR	Prostate	LNCAP	33981	8/145	9/256	-0.35705	-0.209778	1.56935
SRX7584814	TFs and others	ATF4	Blood	HUDEP-2	1292	8/145	9/256	-0.35705	-0.209778	1.56935
SRX7807603	TFs and others	GATA3	Unclassified	Unclassified	875	8/145	9/256	-0.35705	-0.209778	1.56935
SRX8080548	TFs and others	Epitope tags	Breast	Mammary gland ductal carcinoma	3184	8/145	9/256	-0.35705	-0.209778	1.56935
SRX8299778	TFs and others	CDC73	Blood	K-562	1559	8/145	9/256	-0.35705	-0.209778	1.56935
SRX8406318	TFs and others	HOXB13	Prostate	Prostatic Neoplasms, Castration-Resistant	10764	8/145	9/256	-0.35705	-0.209778	1.56935
SRX8550425	TFs and others	FLI1	Bone	A-673	3845	8/145	9/256	-0.35705	-0.209778	1.56935
SRX9135103	TFs and others	AR	Prostate	VCaP	33726	8/145	9/256	-0.35705	-0.209778	1.56935
SRX9178824	TFs and others	HAP1	Blood	HAP1	7969	8/145	9/256	-0.35705	-0.209778	1.56935
SRX9178837	TFs and others	HAP1	Blood	HAP1	5798	8/145	9/256	-0.35705	-0.209778	1.56935
SRX9178839	TFs and others	HAP1	Blood	HAP1	6242	8/145	9/256	-0.35705	-0.209778	1.56935
SRX2251218	TFs and others	BRD4	Prostate	C4-2	3151	33/145	49/256	-0.356899	-0.209659	1.18902
SRX5624369	TFs and others	SREBF2	Blood	Macrophages	31892	101/145	168/256	-0.356586	-0.209379	1.06141
SRX11312423	TFs and others	RAD21	Lung	A549	27615	16/145	36/256	-0.355514	-0.208372	0.784674
SRX7088154	TFs and others	EPAS1	Breast	MDA-MB-231	1465	16/145	36/256	-0.355514	-0.208372	0.784674
SRX1033272	TFs and others	GATA2	Prostate	LNCAP	18479	9/145	22/256	-0.354951	-0.208331	0.722257
SRX10365544	TFs and others	RAC1	Breast	MCF-7	2790	9/145	22/256	-0.354951	-0.208331	0.722257
SRX1078845	TFs and others	ELL2	Digestive tract	HCT 116	1455	9/145	22/256	-0.354951	-0.208331	0.722257
SRX1078847	TFs and others	ELL2	Digestive tract	HCT 116	1083	9/145	22/256	-0.354951	-0.208331	0.722257
SRX1144285	TFs and others	CDK12	Blood	Jurkat	747	9/145	22/256	-0.354951	-0.208331	0.722257
SRX2382330	TFs and others	EBF3	Neural	SK-N-SH	6679	9/145	22/256	-0.354951	-0.208331	0.722257
SRX2778386	TFs and others	YY1	Blood	Lymphoblastoid cell line	2079	9/145	22/256	-0.354951	-0.208331	0.722257
SRX3584193	TFs and others	AR	Gonad	Epididymis	5204	9/145	22/256	-0.354951	-0.208331	0.722257
SRX3666492	TFs and others	TP53	Blood	T cells	825	9/145	22/256	-0.354951	-0.208331	0.722257
SRX3927295	TFs and others	BRD9	Blood	MOLM-13	5061	9/145	22/256	-0.354951	-0.208331	0.722257
SRX4155871	TFs and others	SMC1A	Bone	TC-32	12843	9/145	22/256	-0.354951	-0.208331	0.722257
SRX5441327	TFs and others	PCF11	Uterus	HeLa	1004	9/145	22/256	-0.354951	-0.208331	0.722257
SRX5975310	TFs and others	CDK12	Bone	MG-63	772	9/145	22/256	-0.354951	-0.208331	0.722257
SRX656346	TFs and others	BCL6	Blood	ICN12	5179	9/145	22/256	-0.354951	-0.208331	0.722257
SRX7522859	TFs and others	BCL9	Breast	MCF10DCIS.com	313	9/145	22/256	-0.354951	-0.208331	0.722257
SRX9350920	TFs and others	BRD4	Digestive tract	COLO 320DM	2441	9/145	22/256	-0.354951	-0.208331	0.722257
SRX150671	TFs and others	TRIM28	Kidney	293	22597	45/145	90/256	-0.354559	-0.207971	0.882759
SRX059706	TFs and others	ERG	Prostate	VCaP	7178	22/145	31/256	-0.353418	-0.207339	1.25295
SRX1165109	TFs and others	Epitope tags	Breast	MCF-7	36996	22/145	31/256	-0.353418	-0.207339	1.25295
SRX356730	TFs and others	CTCF	Blood	Lymphoblastoid cell line	43164	22/145	31/256	-0.353418	-0.207339	1.25295
SRX5089444	TFs and others	SMARCB1	Breast	MCF-7	7815	22/145	31/256	-0.353418	-0.207339	1.25295
SRX541385	TFs and others	EZH2	Blood	Multiple Myeloma	12945	22/145	31/256	-0.353418	-0.207339	1.25295
SRX9095264	TFs and others	CTCF	Pluripotent stem cell	hESC H9	58361	22/145	31/256	-0.353418	-0.207339	1.25295
SRX1053376	TFs and others	MED1	Pluripotent stem cell	ES cells	510	9/145	23/256	-0.353407	-0.207339	0.690855
SRX3324964	TFs and others	EP300	Lung	IMR-90	1411	9/145	23/256	-0.353407	-0.207339	0.690855
SRX3410396	TFs and others	RNF2	Breast	T-47D	2287	9/145	23/256	-0.353407	-0.207339	0.690855
SRX3468013	TFs and others	ARID2	Others	Aska	1336	9/145	23/256	-0.353407	-0.207339	0.690855
SRX4708085	TFs and others	RBM39	Blood	K-562	826	9/145	23/256	-0.353407	-0.207339	0.690855
SRX610775	TFs and others	CSNK2A1	Prostate	LNCAP	1080	9/145	23/256	-0.353407	-0.207339	0.690855
SRX7677761	TFs and others	DCP2	Digestive tract	DLD-1	2031	9/145	23/256	-0.353407	-0.207339	0.690855
SRX8336463	TFs and others	GATA4	Pluripotent stem cell	hESC derived pancreatic cells	4276	9/145	23/256	-0.353407	-0.207339	0.690855
SRX8512832	TFs and others	PRDM4	Digestive tract	HCT 116	317	9/145	23/256	-0.353407	-0.207339	0.690855
SRX9730735	TFs and others	CDK9	Blood	THP-1	5251	9/145	23/256	-0.353407	-0.207339	0.690855
SRX2900152	TFs and others	KMT2C	Breast	CAL-51	6966	46/145	92/256	-0.352514	-0.206505	0.882759
SRX10119136	TFs and others	RUNX1	Blood	MV-4-11	34357	27/145	57/256	-0.352475	-0.206505	0.836298
SRX1510970	TFs and others	ZNF143	Breast	MCF-7	6531	27/145	57/256	-0.352475	-0.206505	0.836298
SRX5360651	TFs and others	Epitope tags	Epidermis	BJ	12819	33/145	50/256	-0.352055	-0.206117	1.16524
SRX1515036	TFs and others	GFP	Kidney	293	12937	34/145	51/256	-0.350657	-0.204752	1.17701
SRX3345954	TFs and others	INTS13	Blood	HL-60	12535	47/145	93/256	-0.349438	-0.203565	0.892251
SRX326885	TFs and others	GABPA	Prostate	VCaP	12665	48/145	95/256	-0.347988	-0.202148	0.892051
SRX2565136	TFs and others	E2F1	Prostate	LNCAP	4112	28/145	59/256	-0.347192	-0.201449	0.837873
SRX341010	TFs and others	MYOD1	Muscle	Myoblasts	16793	28/145	59/256	-0.347192	-0.201449	0.837873
SRX4193145	TFs and others	ESR1	Breast	MCF-7	5919	28/145	59/256	-0.347192	-0.201449	0.837873
SRX100385	TFs and others	NR3C1	Uterus	ECC-1	8616	28/145	58/256	-0.346135	-0.200704	0.852319
SRX356747	TFs and others	STAG1	Blood	Lymphoblastoid cell line	32899	28/145	58/256	-0.346135	-0.200704	0.852319
SRX490262	TFs and others	KDM6B	Epidermis	BJ	5790	28/145	58/256	-0.346135	-0.200704	0.852319
SRX716558	TFs and others	TEAD1	Neural	SF268	20157	28/145	58/256	-0.346135	-0.200704	0.852319
SRX8536123	TFs and others	GATA1	Blood	HUDEP-2	26315	28/145	58/256	-0.346135	-0.200704	0.852319
SRX100514	TFs and others	E2F6	Blood	K-562	23995	56/145	89/256	-0.346093	-0.200704	1.11089
SRX3031982	TFs and others	BRD4	Blood	MV-4-11	47241	89/145	167/256	-0.346093	-0.200704	0.940904
SRX1165087	TFs and others	RAD21	Liver	Hep G2	40346	22/145	32/256	-0.346058	-0.200704	1.21379
SRX190276	TFs and others	CTCF	Blood	K-562	38039	22/145	32/256	-0.346058	-0.200704	1.21379
SRX356768	TFs and others	CTCF	Blood	Lymphoblastoid cell line	34885	22/145	32/256	-0.346058	-0.200704	1.21379
SRX5346120	TFs and others	MYC	Blood	RAMOS	5882	22/145	32/256	-0.346058	-0.200704	1.21379
SRX5574509	TFs and others	SPI1	Blood	TALL-1	58010	22/145	32/256	-0.346058	-0.200704	1.21379
SRX100433	TFs and others	BCL11A	Blood	GM12878	13795	17/145	38/256	-0.345886	-0.200663	0.789837
SRX4001877	TFs and others	RAD21	Blood	THP-1	24704	17/145	38/256	-0.345886	-0.200663	0.789837
SRX471879	TFs and others	ERG	Prostate	VCaP	4531	17/145	38/256	-0.345886	-0.200663	0.789837
SRX8536114	TFs and others	GATA1	Blood	HUDEP-2	12519	17/145	38/256	-0.345886	-0.200663	0.789837
SRX371467	TFs and others	ESR1	Breast	MCF-7	31586	35/145	53/256	-0.344642	-0.199451	1.16591
SRX019498	TFs and others	CTCF	Adipocyte	Adipose stromal cell	31271	14/145	19/256	-0.343708	-0.199166	1.30091
SRX038644	TFs and others	CTCF	Epidermis	NHEK	24531	14/145	19/256	-0.343708	-0.199166	1.30091
SRX080329	TFs and others	CTCF	Cardiovascular	AoAF	28280	14/145	19/256	-0.343708	-0.199166	1.30091
SRX1026681	TFs and others	CTCF	Pancreas	PANC-1	27060	14/145	19/256	-0.343708	-0.199166	1.30091
SRX1053364	TFs and others	CTCF	Pluripotent stem cell	ES cells	24068	14/145	19/256	-0.343708	-0.199166	1.30091
SRX1469953	TFs and others	ESR1	Breast	T-47D	3290	14/145	19/256	-0.343708	-0.199166	1.30091
SRX235030	TFs and others	IKZF1	Blood	NALM-6	3721	14/145	19/256	-0.343708	-0.199166	1.30091
SRX2436021	TFs and others	OTX2	Neural	D283 Med	43611	14/145	19/256	-0.343708	-0.199166	1.30091
SRX3110742	TFs and others	ESR1	Breast	MCF-7	38958	14/145	19/256	-0.343708	-0.199166	1.30091
SRX4001834	TFs and others	CTCF	Blood	THP-1	23551	14/145	19/256	-0.343708	-0.199166	1.30091
SRX4001880	TFs and others	CTCF	Blood	THP-1	23634	14/145	19/256	-0.343708	-0.199166	1.30091
SRX4377127	TFs and others	CTCF	Pluripotent stem cell	hESC derived cardiac cells	20733	14/145	19/256	-0.343708	-0.199166	1.30091
SRX4737854	TFs and others	BAP1	Pancreas	PANC-1	895	14/145	19/256	-0.343708	-0.199166	1.30091
SRX5883951	TFs and others	CTCF	Blood	Multiple Myeloma	23810	14/145	19/256	-0.343708	-0.199166	1.30091
SRX667407	TFs and others	Epitope tags	Breast	MCF-7	2824	14/145	19/256	-0.343708	-0.199166	1.30091
SRX6828389	TFs and others	CTCF	Blood	K-562	26987	14/145	19/256	-0.343708	-0.199166	1.30091
SRX790971	TFs and others	NFKB2	Blood	L-1236	10149	14/145	19/256	-0.343708	-0.199166	1.30091
SRX8520799	TFs and others	STAT3	Breast	MDA-MB-453	2783	14/145	19/256	-0.343708	-0.199166	1.30091
SRX8520804	TFs and others	NR3C1	Breast	HCC70	3083	14/145	19/256	-0.343708	-0.199166	1.30091
SRX8570924	TFs and others	HAP1	Blood	KBM-7	34901	14/145	19/256	-0.343708	-0.199166	1.30091
SRX512366	TFs and others	Epitope tags	Epidermis	Dermal fibroblast	26557	51/145	101/256	-0.343457	-0.199003	0.891499
SRX656349	TFs and others	PBX1	Blood	ICN12	31875	51/145	101/256	-0.343457	-0.199003	0.891499
SRX212652	TFs and others	STAT1	Blood	Monocytes-CD14+	14630	57/145	91/256	-0.343449	-0.199003	1.10587
SRX031245	TFs and others	CTCF	Uterus	HeLa	55965	23/145	33/256	-0.342806	-0.198653	1.23051
SRX1967776	TFs and others	CTCF	Epidermis	Keratinocytes	39985	23/145	33/256	-0.342806	-0.198653	1.23051
SRX2166889	TFs and others	BRD4	Neural	Retina	11208	23/145	33/256	-0.342806	-0.198653	1.23051
SRX3447359	TFs and others	ESR1	Breast	MCF-7	60992	23/145	33/256	-0.342806	-0.198653	1.23051
SRX3931058	TFs and others	GRHL2	Breast	MCF-7	22680	23/145	33/256	-0.342806	-0.198653	1.23051
SRX5982360	TFs and others	SMARCA2	Lung	A549	4959	23/145	33/256	-0.342806	-0.198653	1.23051
SRX6860640	TFs and others	FOXA1	Breast	T-47D	20584	23/145	33/256	-0.342806	-0.198653	1.23051
SRX7054610	TFs and others	RELA	Cardiovascular	HAEC	5375	23/145	33/256	-0.342806	-0.198653	1.23051
SRX8617023	TFs and others	ESR1	Breast	ZR-75-1	10399	23/145	33/256	-0.342806	-0.198653	1.23051
SRX100515	TFs and others	YY1	Blood	K-562	26527	51/145	100/256	-0.342253	-0.198164	0.900414
SRX7277180	TFs and others	JUN	Others	GM07492	17042	51/145	100/256	-0.342253	-0.198164	0.900414
SRX1027437	TFs and others	CEBPB	Others	Mesenchymal stem cells	24793	29/145	61/256	-0.342061	-0.198004	0.839344
SRX190308	TFs and others	CEBPB	Digestive tract	HCT 116	22380	85/145	161/256	-0.341893	-0.197908	0.932105
SRX4786568	TFs and others	TET2	Breast	MCF-7	1688	29/145	60/256	-0.341835	-0.197908	0.853333
SRX5525778	TFs and others	MYCN	Neural	SH-EP	2370	29/145	60/256	-0.341835	-0.197908	0.853333
SRX7544089	TFs and others	ESR1	Uterus	Ishikawa	14201	29/145	60/256	-0.341835	-0.197908	0.853333
SRX190183	TFs and others	GATA3	Lung	A549	14128	52/145	102/256	-0.341281	-0.197418	0.900068
SRX359916	TFs and others	RELA	Digestive tract	LoVo	5895	52/145	102/256	-0.341281	-0.197418	0.900068
SRX4786575	TFs and others	KDM6A	Breast	MCF-7	6748	60/145	96/256	-0.339958	-0.196128	1.10345
SRX099866	TFs and others	MYC	Breast	MCF-7	12544	54/145	106/256	-0.339225	-0.195427	0.899414
SRX5821023	TFs and others	CTCF	Blood	CD34 Hematopoietic stem cells	29158	36/145	55/256	-0.338841	-0.195264	1.15561
SRX10338560	TFs and others	MLXIP	Blood	NALM-6	2637	10/145	24/256	-0.338642	-0.195264	0.735632
SRX3599220	TFs and others	EZH2	Blood	KG-1	1219	10/145	24/256	-0.338642	-0.195264	0.735632
SRX4001873	TFs and others	RAD21	Blood	THP-1	11853	10/145	24/256	-0.338642	-0.195264	0.735632
SRX4001908	TFs and others	RAD21	Blood	THP-1	21284	10/145	24/256	-0.338642	-0.195264	0.735632
SRX5232045	TFs and others	INSR	Liver	Hep G2	1126	10/145	24/256	-0.338642	-0.195264	0.735632
SRX5333220	TFs and others	CTCF	Blood	697	51380	10/145	24/256	-0.338642	-0.195264	0.735632
SRX535453	TFs and others	CDK9	Epidermis	A-375	1249	10/145	24/256	-0.338642	-0.195264	0.735632
SRX5501661	TFs and others	CDK9	Epidermis	A-375	591	10/145	24/256	-0.338642	-0.195264	0.735632
SRX5577165	TFs and others	AR	Prostate	LNCAP	1397	10/145	24/256	-0.338642	-0.195264	0.735632
SRX6175647	TFs and others	RAD21	Bone	TC-71	30106	10/145	24/256	-0.338642	-0.195264	0.735632
SRX8588599	TFs and others	SOX17	Gonad	KURAMOCHI	5512	10/145	24/256	-0.338642	-0.195264	0.735632
SRX9468675	TFs and others	Epitope tags	Prostate	LNCAP	4209	10/145	24/256	-0.338642	-0.195264	0.735632
SRX150704	TFs and others	TCF7L2	Uterus	HeLa	13858	55/145	108/256	-0.338143	-0.195068	0.899106
SRX8970971	TFs and others	MCM7	Others	Squamous cell carcinoma 	16449	84/145	158/256	-0.337827	-0.195068	0.938629
SRX10218291	TFs and others	GATA1	Blood	HUDEP-2	26984	30/145	62/256	-0.337616	-0.195068	0.854283
SRX2897201	TFs and others	ESR1	Breast	Breast cancer cells	3754	30/145	62/256	-0.337616	-0.195068	0.854283
SRX5141099	TFs and others	SPI1	Blood	THP-1	50523	30/145	62/256	-0.337616	-0.195068	0.854283
SRX612504	TFs and others	BRD4	Liver	LX2	7165	30/145	62/256	-0.337616	-0.195068	0.854283
SRX4235880	TFs and others	TP53	Digestive tract	SW 480	4819	37/145	56/256	-0.337075	-0.195068	1.1665
SRX5234501	TFs and others	SMARCC1	Kidney	TTC1240	12981	37/145	56/256	-0.337075	-0.195068	1.1665
SRX2867672	TFs and others	GFP	Kidney	293	36156	82/145	155/256	-0.337054	-0.195068	0.934016
SRX070876	TFs and others	GATA2	Cardiovascular	HUVEC	10651	18/145	40/256	-0.336859	-0.195068	0.794483
SRX150599	TFs and others	MAFF	Blood	K-562	18488	18/145	40/256	-0.336859	-0.195068	0.794483
SRX264458	TFs and others	MED1	Blood	MM.1S	6691	18/145	40/256	-0.336859	-0.195068	0.794483
SRX4001945	TFs and others	RAD21	Blood	THP-1	30325	18/145	40/256	-0.336859	-0.195068	0.794483
SRX017870	TFs and others	RELA	Blood	GM19099	2082	8/145	10/256	-0.336447	-0.195068	1.41241
SRX065546	TFs and others	TRIM28	Kidney	293	1511	8/145	10/256	-0.336447	-0.195068	1.41241
SRX101131	TFs and others	AR	Prostate	VCaP	10795	8/145	10/256	-0.336447	-0.195068	1.41241
SRX1012594	TFs and others	ESR1	Breast	T-47D	2999	8/145	10/256	-0.336447	-0.195068	1.41241
SRX1012607	TFs and others	EP300	Breast	T-47D	1016	8/145	10/256	-0.336447	-0.195068	1.41241
SRX10145210	TFs and others	REL	Blood	Naive B cells	695	8/145	10/256	-0.336447	-0.195068	1.41241
SRX105187	TFs and others	TP63	Epidermis	Keratinocytes	3918	8/145	10/256	-0.336447	-0.195068	1.41241
SRX1224602	TFs and others	BRD4	Breast	MCF 10A	4601	8/145	10/256	-0.336447	-0.195068	1.41241
SRX1353403	TFs and others	CTCF	Kidney	293	17610	8/145	10/256	-0.336447	-0.195068	1.41241
SRX1629254	TFs and others	ERG	Prostate	VCaP	1589	8/145	10/256	-0.336447	-0.195068	1.41241
SRX186746	TFs and others	EZH2	Epidermis	NHDF	2208	8/145	10/256	-0.336447	-0.195068	1.41241
SRX2267443	TFs and others	BRD4	Lung	A549	249	8/145	10/256	-0.336447	-0.195068	1.41241
SRX2378771	TFs and others	NELFE	Bone	U2OS	1931	8/145	10/256	-0.336447	-0.195068	1.41241
SRX2606572	TFs and others	BRD4	Epidermis	CHL-1	1692	8/145	10/256	-0.336447	-0.195068	1.41241
SRX2871358	TFs and others	PGR	Breast	T-47D	572	8/145	10/256	-0.336447	-0.195068	1.41241
SRX2924018	TFs and others	TP53	Breast	MCF-7	6295	8/145	10/256	-0.336447	-0.195068	1.41241
SRX2993669	TFs and others	NR5A1	Pluripotent stem cell	hESC H9	10340	8/145	10/256	-0.336447	-0.195068	1.41241
SRX3070469	TFs and others	NR3C1	Breast	MCF 10A	1632	8/145	10/256	-0.336447	-0.195068	1.41241
SRX3102568	TFs and others	TP53	Digestive tract	SW 480	305	8/145	10/256	-0.336447	-0.195068	1.41241
SRX3110772	TFs and others	SMC3	Uterus	HeLa	16460	8/145	10/256	-0.336447	-0.195068	1.41241
SRX3587641	TFs and others	MYC	Kidney	G-401	1590	8/145	10/256	-0.336447	-0.195068	1.41241
SRX4119725	TFs and others	Epitope tags	Kidney	293	431	8/145	10/256	-0.336447	-0.195068	1.41241
SRX4212593	TFs and others	EZH2	Blood	Peripheral blood mononuclear cells	558	8/145	10/256	-0.336447	-0.195068	1.41241
SRX481566	TFs and others	BRCA1	Breast	MCF 10A	602	8/145	10/256	-0.336447	-0.195068	1.41241
SRX5062487	TFs and others	Epitope tags	Blood	Jurkat	1739	8/145	10/256	-0.336447	-0.195068	1.41241
SRX514848	TFs and others	TP53	Epidermis	Keratinocytes	6985	8/145	10/256	-0.336447	-0.195068	1.41241
SRX5289991	TFs and others	NR3C1	Lung	BEAS-2B	1057	8/145	10/256	-0.336447	-0.195068	1.41241
SRX5290914	TFs and others	CTCF	Lung	IMR-90	10789	8/145	10/256	-0.336447	-0.195068	1.41241
SRX5514010	TFs and others	FOS	Uterus	Myometrium	1058	8/145	10/256	-0.336447	-0.195068	1.41241
SRX5532364	TFs and others	CTCF	Neural	Anterior temporal cortex	1594	8/145	10/256	-0.336447	-0.195068	1.41241
SRX5719580	TFs and others	CTCF	Blood	CUTLL1	4389	8/145	10/256	-0.336447	-0.195068	1.41241
SRX5794313	TFs and others	TCF7	Breast	Breast organoids	1510	8/145	10/256	-0.336447	-0.195068	1.41241
SRX673730	TFs and others	MED1	Breast	MCF-7	1704	8/145	10/256	-0.336447	-0.195068	1.41241
SRX7428070	TFs and others	XBP1	Blood	Plasmablasts	662	8/145	10/256	-0.336447	-0.195068	1.41241
SRX7897936	TFs and others	CTCF	Blood	K-562	3149	8/145	10/256	-0.336447	-0.195068	1.41241
SRX7902978	TFs and others	EGR1	Blood	Macrophages	145	8/145	10/256	-0.336447	-0.195068	1.41241
SRX8272901	TFs and others	BRD4	Blood	BLaER1	3637	8/145	10/256	-0.336447	-0.195068	1.41241
SRX8299825	TFs and others	CTR9	Bone	U2OS	612	8/145	10/256	-0.336447	-0.195068	1.41241
SRX8359006	TFs and others	FLI1	Others	Mesenchymal stem cells	5089	8/145	10/256	-0.336447	-0.195068	1.41241
SRX8376347	TFs and others	PDX1	Pluripotent stem cell	hESC derived pancreatic cells	1417	8/145	10/256	-0.336447	-0.195068	1.41241
SRX8406301	TFs and others	HOXB13	Prostate	Prostate	16048	8/145	10/256	-0.336447	-0.195068	1.41241
SRX8406415	TFs and others	AR	Prostate	Prostate	5355	8/145	10/256	-0.336447	-0.195068	1.41241
SRX8976679	TFs and others	NCOR2	Digestive tract	KYSE-410	391	8/145	10/256	-0.336447	-0.195068	1.41241
SRX8984331	TFs and others	FLI1	Bone	A-673	4374	8/145	10/256	-0.336447	-0.195068	1.41241
SRX9071226	TFs and others	MED1	Blood	SEM	459	8/145	10/256	-0.336447	-0.195068	1.41241
SRX9135102	TFs and others	AR	Prostate	VCaP	33418	8/145	10/256	-0.336447	-0.195068	1.41241
SRX9237249	TFs and others	CSTF2	Blood	K-562	1545	8/145	10/256	-0.336447	-0.195068	1.41241
SRX9674306	TFs and others	NR3C1	Pluripotent stem cell	iPSC derived hepatocytes	5053	8/145	10/256	-0.336447	-0.195068	1.41241
SRX968417	TFs and others	HIF1A	Kidney	786-O	346	8/145	10/256	-0.336447	-0.195068	1.41241
SRX1131550	TFs and others	BRD4	Breast	HCC1395	2733	18/145	39/256	-0.336023	-0.194805	0.814854
SRX265425	TFs and others	KDM5B	Breast	SUM 159PT	6385	18/145	39/256	-0.336023	-0.194805	0.814854
SRX5683081	TFs and others	ESR1	Uterus	Ishikawa	6310	18/145	39/256	-0.336023	-0.194805	0.814854
SRX6824684	TFs and others	MYOD1	Muscle	Rhabdomyosarcoma	5130	18/145	39/256	-0.336023	-0.194805	0.814854
SRX722349	TFs and others	NIPBL	Blood	RAMOS	3773	18/145	39/256	-0.336023	-0.194805	0.814854
SRX080390	TFs and others	CTCF	Kidney	HRE	30609	15/145	20/256	-0.33562	-0.194755	1.32414
SRX1026680	TFs and others	CTCF	Pancreas	PANC-1	28627	15/145	20/256	-0.33562	-0.194755	1.32414
SRX176882	TFs and others	EP300	Breast	MCF-7	7978	15/145	20/256	-0.33562	-0.194755	1.32414
SRX199872	TFs and others	CTCF	Epidermis	HFF	30527	15/145	20/256	-0.33562	-0.194755	1.32414
SRX199878	TFs and others	CTCF	Neural	BE(2)-C	34525	15/145	20/256	-0.33562	-0.194755	1.32414
SRX3229124	TFs and others	FOXA1	Breast	Breast cancer	9597	15/145	20/256	-0.33562	-0.194755	1.32414
SRX3437418	TFs and others	CTCF	Uterus	HeLa	34963	15/145	20/256	-0.33562	-0.194755	1.32414
SRX3447355	TFs and others	ESR1	Breast	MCF-7	35820	15/145	20/256	-0.33562	-0.194755	1.32414
SRX3800710	TFs and others	CTCF	Breast	T-47D	31677	15/145	20/256	-0.33562	-0.194755	1.32414
SRX5287698	TFs and others	ESR1	Breast	MCF-7	13451	15/145	20/256	-0.33562	-0.194755	1.32414
SRX9513907	TFs and others	FOXA1	Prostate	LNCAP	17088	15/145	20/256	-0.33562	-0.194755	1.32414
SRX210718	TFs and others	MYC	Kidney	293	10626	60/145	117/256	-0.333612	-0.192779	0.905393
SRX8536120	TFs and others	NFYB	Blood	HUDEP-2	7952	67/145	108/256	-0.333488	-0.192744	1.09527
SRX1161176	TFs and others	FOXA1	Breast	MCF-7	27653	31/145	64/256	-0.33348	-0.192744	0.855172
SRX190260	TFs and others	REST	Pluripotent stem cell	hESC derived neural cells	22218	31/145	64/256	-0.33348	-0.192744	0.855172
SRX5195729	TFs and others	SMARCA4	Uterus	Endometrial epithelial cells	8769	37/145	57/256	-0.33324	-0.192567	1.14604
SRX080398	TFs and others	CTCF	Neural	HCPEpiC	44608	24/145	35/256	-0.332943	-0.192567	1.21064
SRX103004	TFs and others	CTCF	Breast	MCF-7	53918	24/145	35/256	-0.332943	-0.192567	1.21064
SRX186670	TFs and others	CTCF	Blood	CD20+	33169	24/145	35/256	-0.332943	-0.192567	1.21064
SRX2207669	TFs and others	NOTCH1	Cardiovascular	HUVEC	14848	24/145	35/256	-0.332943	-0.192567	1.21064
SRX356784	TFs and others	CTCF	Blood	MS1	42115	24/145	35/256	-0.332943	-0.192567	1.21064
SRX369132	TFs and others	RBPJ	Blood	CUTLL1	4339	24/145	35/256	-0.332943	-0.192567	1.21064
SRX3931033	TFs and others	FOXA1	Breast	MCF-7	23888	24/145	35/256	-0.332943	-0.192567	1.21064
SRX4393711	TFs and others	RUNX1	Blood	ME-1	9235	24/145	35/256	-0.332943	-0.192567	1.21064
SRX5527609	TFs and others	EP300	Cardiovascular	HAEC	19398	24/145	35/256	-0.332943	-0.192567	1.21064
SRX5567179	TFs and others	RUNX1	Blood	ME-1	9235	24/145	35/256	-0.332943	-0.192567	1.21064
SRX190292	TFs and others	USF1	Digestive tract	HCT 116	16932	86/145	142/256	-0.332753	-0.192567	1.06926
SRX5624370	TFs and others	SREBF2	Blood	Macrophages	15569	86/145	142/256	-0.332753	-0.192567	1.06926
SRX9419924	TFs and others	BRD4	Breast	SK-BR-3	23621	68/145	110/256	-0.332246	-0.192567	1.09141
