SRX7972427	TFs and others	MKL1	Epidermis	MKL-1	27136	27/273	58/190	-7.62017	-3.34854	0.323986
SRX2013091	TFs and others	MYCN	Blood	CD34 Hematopoietic stem cells	493	5/273	3/190	0	0	1.15995
SRX2013092	TFs and others	MYCN	Blood	CD34 Hematopoietic stem cells	507	5/273	3/190	0	0	1.15995
SRX2671519	TFs and others	Epitope tags	Kidney	293	790	5/273	3/190	0	0	1.15995
SRX2963103	TFs and others	TET2	Blood	PBMC	11599	10/273	6/190	0	0	1.15995
SRX3285605	TFs and others	KDM5B	Breast	FULR	4100	10/273	6/190	0	0	1.15995
SRX5089495	TFs and others	HDAC1	Breast	MCF-7	974	10/273	6/190	0	0	1.15995
SRX5307506	TFs and others	MAX	Blood	P493-6	1099	5/273	3/190	0	0	1.15995
SRX5662025	TFs and others	MYCN	Neural	CHP-134	696	10/273	6/190	0	0	1.15995
SRX6101129	TFs and others	SOX2	Pluripotent stem cell	hESC H9	16438	10/273	6/190	0	0	1.15995
SRX6878598	TFs and others	CREB5	Prostate	LNCAP	8947	10/273	6/190	0	0	1.15995
SRX7099471	TFs and others	Epitope tags	Kidney	293	4980	5/273	3/190	0	0	1.15995
SRX150620	TFs and others	JUND	Blood	GM12878	1530	8/273	5/190	0	0	1.11355
SRX3110772	TFs and others	SMC3	Uterus	HeLa	16460	8/273	5/190	0	0	1.11355
SRX3410402	TFs and others	PCGF2	Breast	T-47D	1993	8/273	5/190	0	0	1.11355
SRX4473677	TFs and others	DPF2	Gonad	BIN-67	2075	8/273	5/190	0	0	1.11355
SRX8406528	TFs and others	FOXA1	Prostate	Prostatic Neoplasms, Castration-Resistant	14641	8/273	5/190	0	0	1.11355
SRX176867	TFs and others	GATA3	Breast	MCF-7	7801	11/273	7/190	0	0	1.09367
SRX3285598	TFs and others	KDM5B	Breast	TAMR	3370	11/273	7/190	0	0	1.09367
SRX3445674	TFs and others	GATA1	Blood	K-562	2706	11/273	7/190	0	0	1.09367
SRX3445682	TFs and others	GATA1	Blood	K-562	4575	11/273	7/190	0	0	1.09367
SRX371447	TFs and others	ESR1	Others	Tumour tissues	3920	11/273	7/190	0	0	1.09367
SRX4096888	TFs and others	TRPS1	Breast	HCC3153	1650	11/273	7/190	0	0	1.09367
SRX4663589	TFs and others	NCOA3	Breast	MCF-7	16414	11/273	7/190	0	0	1.09367
SRX4937338	TFs and others	MED1	Digestive tract	HCT 116	9134	11/273	7/190	0	0	1.09367
SRX5848183	TFs and others	CTCF	Blood	K-562	20113	11/273	7/190	0	0	1.09367
SRX6487058	TFs and others	FOXA1	Breast	MCF-7	3555	11/273	7/190	0	0	1.09367
SRX6957411	TFs and others	SMAD4	Kidney	HGrC1	4319	11/273	7/190	0	0	1.09367
SRX7054993	TFs and others	ERG	Cardiovascular	HAEC	1074	11/273	7/190	0	0	1.09367
SRX7627556	TFs and others	ESRRG	Breast	BT-474	2579	11/273	7/190	0	0	1.09367
SRX7695560	TFs and others	TEAD4	Lung	NCI-H2171	6511	11/273	7/190	0	0	1.09367
SRX3829961	TFs and others	MGA	Lung	A549	915	14/273	9/190	0	0	1.08262
SRX3927332	TFs and others	ONECUT2	Digestive tract	MKN-74	3098	14/273	9/190	0	0	1.08262
SRX4708045	TFs and others	TARDBP	Liver	Hep G2	2317	14/273	9/190	0	0	1.08262
SRX4931251	TFs and others	KMT2A	Kidney	293	4034	14/273	9/190	0	0	1.08262
SRX5974578	TFs and others	GATA1	Blood	K-562	8372	14/273	9/190	0	0	1.08262
SRX734338	TFs and others	CHD8	Breast	T-47D	704	14/273	9/190	0	0	1.08262
SRX8512778	TFs and others	HSF1	Digestive tract	HCT 116	2677	14/273	9/190	0	0	1.08262
ERX1149092	TFs and others	CTCF	Blood	KU812	17386	17/273	11/190	0	0	1.07559
SRX022395	TFs and others	VDR	Blood	Lymphoblastoid cell line	713	17/273	11/190	0	0	1.07559
SRX100941	TFs and others	TCF7L2	Uterus	HeLa	1457	17/273	11/190	0	0	1.07559
SRX2548292	TFs and others	BRD4	Blood	KK1	2262	17/273	11/190	0	0	1.07559
SRX3230390	TFs and others	KDM3A	Liver	Hep G2	1667	17/273	11/190	0	0	1.07559
SRX3434296	TFs and others	CEBPB	Blood	HL-60	6062	17/273	11/190	0	0	1.07559
SRX361224	TFs and others	GATA3	Breast	T-47D	5459	17/273	11/190	0	0	1.07559
SRX4001823	TFs and others	RAD21	Blood	THP-1	19862	17/273	11/190	0	0	1.07559
SRX4001957	TFs and others	CEBPB	Blood	THP-1	9386	17/273	11/190	0	0	1.07559
SRX475775	TFs and others	REST	Blood	GM12878	5288	17/273	11/190	0	0	1.07559
SRX497256	TFs and others	CTCF	Lung	BEAS-2B	12192	17/273	11/190	0	0	1.07559
SRX8621693	TFs and others	CEBPA	Blood	MOLM-1	9590	17/273	11/190	0	0	1.07559
SRX9178821	TFs and others	HAP1	Blood	HAP1	5976	17/273	11/190	0	0	1.07559
SRX9178839	TFs and others	HAP1	Blood	HAP1	6242	17/273	11/190	0	0	1.07559
SRX995497	TFs and others	STAG1	Blood	Hematopoietic Stem Cells	7266	17/273	11/190	0	0	1.07559
SRX031246	TFs and others	CTCF	Cardiovascular	HUVEC	38337	20/273	13/190	0	0	1.07072
SRX097096	TFs and others	CEBPA	Blood	U-937	15908	20/273	13/190	0	0	1.07072
SRX1885185	TFs and others	FOXA1	Prostate	LNCAP	73656	20/273	13/190	0	0	1.07072
SRX359404	TFs and others	EP300	Kidney	293	3020	20/273	13/190	0	0	1.07072
SRX373256	TFs and others	FOXM1	Uterus	HeLa	572	20/273	13/190	0	0	1.07072
SRX4096729	TFs and others	HIF1A	Prostate	PC-3	1500	20/273	13/190	0	0	1.07072
SRX4169275	TFs and others	SUPT5H	Bone	U2OS	2663	20/273	13/190	0	0	1.07072
SRX4473686	TFs and others	ARID2	Gonad	BIN-67	3412	20/273	13/190	0	0	1.07072
SRX4677289	TFs and others	FOXA2	Pancreas	PANC-1	4841	20/273	13/190	0	0	1.07072
SRX702037	TFs and others	NANOG	Pluripotent stem cell	hESC derived mesendodermal cells	13025	20/273	13/190	0	0	1.07072
ERX1149065	TFs and others	CTCF	Blood	MEG-01	36023	27/273	18/190	0	0	1.04396
SRX011577	TFs and others	TAF2	Pluripotent stem cell	hESC H1	93	3/273	2/190	0	0	1.04396
SRX018991	TFs and others	TP63	Epidermis	Keratinocytes	8867	18/273	12/190	0	0	1.04396
SRX094470	TFs and others	TCF7L2	Kidney	293	4841	21/273	14/190	0	0	1.04396
SRX099884	TFs and others	MYC	Neural	D54	473	3/273	2/190	0	0	1.04396
SRX100456	TFs and others	ZEB1	Blood	GM12878	3206	27/273	18/190	0	0	1.04396
SRX102990	TFs and others	MYC	Liver	Hep G2	4760	30/273	20/190	0	0	1.04396
SRX10407084	TFs and others	SOX2	Digestive tract	Esophageal squamous carcinoma cell line	2901	15/273	10/190	0	0	1.04396
SRX10656916	TFs and others	CTCF	Blood	K-562	18194	30/273	20/190	0	0	1.04396
SRX10656918	TFs and others	CTCF	Blood	K-562	10122	21/273	14/190	0	0	1.04396
SRX1067064	TFs and others	HOXB13	Prostate	Prostate cancer cells	30719	21/273	14/190	0	0	1.04396
SRX11220467	TFs and others	SOX9	Digestive tract	HT-29	866	12/273	8/190	0	0	1.04396
SRX1156472	TFs and others	GATA3	Breast	MDA-MB-231	4240	15/273	10/190	0	0	1.04396
SRX1161204	TFs and others	FOXA1	Breast	T-47D	15673	30/273	20/190	0	0	1.04396
SRX1299480	TFs and others	Epitope tags	Kidney	293	1685	3/273	2/190	0	0	1.04396
SRX1304828	TFs and others	MED26	Bone	U2OS	2644	30/273	20/190	0	0	1.04396
SRX1424881	TFs and others	KMT2A	Blood	SEM	5529	24/273	16/190	0	0	1.04396
SRX150699	TFs and others	NR3C1	Liver	Hep G2	392	9/273	6/190	0	0	1.04396
SRX1885193	TFs and others	PIAS1	Prostate	LNCAP	14903	12/273	8/190	0	0	1.04396
SRX194570	TFs and others	GREB1	Breast	MCF-7	3922	24/273	16/190	0	0	1.04396
SRX1950170	TFs and others	AR	Prostate	VCaP	24670	6/273	4/190	0	0	1.04396
SRX199868	TFs and others	CTCF	Lung	A549	11998	9/273	6/190	0	0	1.04396
SRX2436037	TFs and others	OTX2	Neural	D341 Med	24103	18/273	12/190	0	0	1.04396
SRX2578890	TFs and others	NCOA1	Breast	MDA-MB-231	217	3/273	2/190	0	0	1.04396
SRX264464	TFs and others	CDK7	Blood	MM.1S	2347	27/273	18/190	0	0	1.04396
SRX2683610	TFs and others	Epitope tags	Kidney	293	491	9/273	6/190	0	0	1.04396
SRX2683611	TFs and others	Epitope tags	Kidney	293	498	9/273	6/190	0	0	1.04396
SRX2871350	TFs and others	GATA3	Breast	T-47D	2186	9/273	6/190	0	0	1.04396
SRX2897200	TFs and others	ESR1	Breast	Breast cancer cells	350	6/273	4/190	0	0	1.04396
SRX3110741	TFs and others	ESR1	Breast	MCF-7	42408	27/273	18/190	0	0	1.04396
SRX3110770	TFs and others	SMC3	Uterus	HeLa	21915	12/273	8/190	0	0	1.04396
SRX3124407	TFs and others	CTCF	Neural	KELLY	36302	24/273	16/190	0	0	1.04396
SRX3285582	TFs and others	KDM5B	Breast	MCF-7	1503	6/273	4/190	0	0	1.04396
SRX3285584	TFs and others	KDM5B	Breast	MCF-7	974	3/273	2/190	0	0	1.04396
SRX3285597	TFs and others	KDM5B	Breast	TAMR	2160	9/273	6/190	0	0	1.04396
SRX334252	TFs and others	AR	Unclassified	Unclassified	7586	3/273	2/190	0	0	1.04396
SRX3395153	TFs and others	PDX1	Pluripotent stem cell	iPS derived pancreatic cells	4144	12/273	8/190	0	0	1.04396
SRX3410378	TFs and others	RNF2	Breast	MDA-MB-231	875	12/273	8/190	0	0	1.04396
SRX3437419	TFs and others	CTCF	Uterus	HeLa	39023	30/273	20/190	0	0	1.04396
SRX356628	TFs and others	STAG1	Blood	GM19099	24072	21/273	14/190	0	0	1.04396
SRX356630	TFs and others	CTCF	Blood	GM19193	34129	21/273	14/190	0	0	1.04396
SRX3591436	TFs and others	BRD4	Blood	B-CLL cells	2985	24/273	16/190	0	0	1.04396
SRX359410	TFs and others	CREBBP	Kidney	293	1265	18/273	12/190	0	0	1.04396
SRX367637	TFs and others	GATA4	Digestive tract	YCC-3	1844	3/273	2/190	0	0	1.04396
SRX371443	TFs and others	ESR1	Others	Tumour tissues	1348	6/273	4/190	0	0	1.04396
SRX3931081	TFs and others	FOXA1	Breast	MCF-7	17186	30/273	20/190	0	0	1.04396
SRX3931098	TFs and others	GRHL2	Breast	MCF-7	13972	24/273	16/190	0	0	1.04396
SRX4001824	TFs and others	RAD21	Blood	THP-1	27004	27/273	18/190	0	0	1.04396
SRX4001909	TFs and others	RAD21	Blood	THP-1	18881	15/273	10/190	0	0	1.04396
SRX4047133	TFs and others	PHF8	Digestive tract	RKO	2702	18/273	12/190	0	0	1.04396
SRX4213900	TFs and others	MYBL2	Breast	MCF 10A	466	3/273	2/190	0	0	1.04396
SRX4221461	TFs and others	RAD21	Neural	SK-N-SH	11925	9/273	6/190	0	0	1.04396
SRX4288471	TFs and others	CTCF	Blood	Lymphoblastoid cell line	7566	3/273	2/190	0	0	1.04396
SRX4313224	TFs and others	RAD21	Muscle	RH-4	30392	30/273	20/190	0	0	1.04396
SRX469460	TFs and others	EBF1	Adipocyte	Adipose stromal cell	1186	3/273	2/190	0	0	1.04396
SRX5025674	TFs and others	BRCA1	Neural	SH-EP	393	3/273	2/190	0	0	1.04396
SRX5316110	TFs and others	AR	Prostate	PC-3	251	6/273	4/190	0	0	1.04396
SRX5323816	TFs and others	STAT3	Breast	T-47D	4728	30/273	20/190	0	0	1.04396
SRX5333220	TFs and others	CTCF	Blood	697	51380	30/273	20/190	0	0	1.04396
SRX5385025	TFs and others	BRD3	Pluripotent stem cell	hESC H1	898	3/273	2/190	0	0	1.04396
SRX5385028	TFs and others	BRD3	Pluripotent stem cell	hESC H1	978	6/273	4/190	0	0	1.04396
SRX5486437	TFs and others	TCF7L2	Digestive tract	HCT 116	1688	18/273	12/190	0	0	1.04396
SRX5848167	TFs and others	CTCF	Blood	K-562	24935	12/273	8/190	0	0	1.04396
SRX6435410	TFs and others	SUPT5H	Kidney	293	1079	9/273	6/190	0	0	1.04396
SRX6602369	TFs and others	ARNTL	Neural	Neural Stem Cells	1583	3/273	2/190	0	0	1.04396
SRX6800710	TFs and others	IRF4	Blood	CAR-T cells	7576	27/273	18/190	0	0	1.04396
SRX6831821	TFs and others	NCOA3	Breast	MCF 10A	1028	6/273	4/190	0	0	1.04396
SRX6949258	TFs and others	GFP	Uterus	HeLa	8920	9/273	6/190	0	0	1.04396
SRX6949263	TFs and others	SMC3	Uterus	HeLa	21887	12/273	8/190	0	0	1.04396
SRX702115	TFs and others	SRF	Pluripotent stem cell	hESC HUES64	8232	12/273	8/190	0	0	1.04396
SRX7030913	TFs and others	HEXIM1	Breast	MCF-7	4217	27/273	18/190	0	0	1.04396
SRX7054943	TFs and others	ERG	Cardiovascular	HAEC	597	6/273	4/190	0	0	1.04396
SRX7054994	TFs and others	ERG	Cardiovascular	HAEC	4141	24/273	16/190	0	0	1.04396
SRX7061824	TFs and others	RAD21	Blood	SEM	19572	12/273	8/190	0	0	1.04396
SRX7570800	TFs and others	FOXO1	Blood	SU-DHL-4	4402	24/273	16/190	0	0	1.04396
SRX7575886	TFs and others	MYC	Blood	RAJI	760	3/273	2/190	0	0	1.04396
SRX7902047	TFs and others	NRF1	Prostate	DU 145	2689	27/273	18/190	0	0	1.04396
SRX7902984	TFs and others	EGR1	Blood	Monocytes	470	18/273	12/190	0	0	1.04396
SRX7981742	TFs and others	HDAC2	Prostate	Prostate cancer	428	3/273	2/190	0	0	1.04396
SRX825396	TFs and others	HNF1B	Pancreas	CFPAC-1	8240	24/273	16/190	0	0	1.04396
SRX8406299	TFs and others	HOXB13	Prostate	Prostate	15140	15/273	10/190	0	0	1.04396
SRX849400	TFs and others	CDK8	Blood	MV-4-11	2633	27/273	18/190	0	0	1.04396
SRX8538839	TFs and others	KDM5A	Blood	NB-4	1216	15/273	10/190	0	0	1.04396
SRX8803194	TFs and others	MYC	Gonad	OVCAR-3	1212	18/273	12/190	0	0	1.04396
SRX9006850	TFs and others	FOXA1	Prostate	22Rv1	21987	24/273	16/190	0	0	1.04396
SRX9571481	TFs and others	Epitope tags	Blood	K-562	5218	18/273	12/190	0	0	1.04396
SRX9599272	TFs and others	REST	Uterus	HEC-1-B	4009	30/273	20/190	0	0	1.04396
SRX9599273	TFs and others	REST	Uterus	HEC-1-B	2454	30/273	20/190	0	0	1.04396
SRX9600622	TFs and others	G-quadruplex	Blood	K-562	412	15/273	10/190	0	0	1.04396
SRX974294	TFs and others	MEF2B	Kidney	293	6504	24/273	16/190	0	0	1.04396
SRX2194267	TFs and others	EP300	Breast	SUM 159PT	9290	43/273	29/190	0	0	1.03196
SRX3230412	TFs and others	ZNF12	Liver	Hep G2	12013	43/273	29/190	0	0	1.03196
SRX4193141	TFs and others	ESR1	Breast	MCF-7	2690	43/273	29/190	0	0	1.03196
SRX4193147	TFs and others	ESR1	Breast	MCF-7	5009	43/273	29/190	0	0	1.03196
SRX4611688	TFs and others	ESR1	Breast	MCF-7	37722	43/273	29/190	0	0	1.03196
SRX4611718	TFs and others	ESR1	Breast	MCF-7	38634	43/273	29/190	0	0	1.03196
SRX670629	TFs and others	ELK3	Cardiovascular	HUVEC	2130	43/273	29/190	0	0	1.03196
SRX1161205	TFs and others	FOXA1	Breast	T-47D	23052	40/273	27/190	0	0	1.03107
SRX2765965	TFs and others	HMGB2	Cardiovascular	HUVEC	3554	40/273	27/190	0	0	1.03107
SRX2778385	TFs and others	YY1	Blood	Lymphoblastoid cell line	3872	40/273	27/190	0	0	1.03107
SRX4611699	TFs and others	ESR1	Breast	MCF-7	44561	40/273	27/190	0	0	1.03107
SRX4611702	TFs and others	ESR1	Breast	MCF-7	47600	40/273	27/190	0	0	1.03107
SRX4611714	TFs and others	ESR1	Breast	MCF-7	48239	40/273	27/190	0	0	1.03107
SRX3927313	TFs and others	CTCF	Blood	Jurkat	48028	37/273	25/190	0	0	1.03004
SRX3990988	TFs and others	PGR	Breast	T-47D	10092	37/273	25/190	0	0	1.03004
SRX5202982	TFs and others	FOXA1	Breast	MCF-7	53624	37/273	25/190	0	0	1.03004
SRX5982342	TFs and others	SMARCA4	Lung	A549	816	37/273	25/190	0	0	1.03004
SRX1397395	TFs and others	SMAD1	Blood	CD34+	13868	34/273	23/190	0	0	1.02883
SRX3583204	TFs and others	CTCF	Breast	MCF-7	40666	34/273	23/190	0	0	1.02883
SRX4611735	TFs and others	ESR1	Breast	MCF-7	45157	34/273	23/190	0	0	1.02883
SRX099870	TFs and others	CTCF	Others	FB8470	25998	31/273	21/190	0	0	1.02739
SRX100392	TFs and others	USF1	Blood	GM12878	5439	31/273	21/190	0	0	1.02739
SRX100494	TFs and others	ZBTB33	Liver	Hep G2	1808	31/273	21/190	0	0	1.02739
SRX10567335	TFs and others	HMGB1	Cardiovascular	HUVEC	8991	31/273	21/190	0	0	1.02739
SRX1079383	TFs and others	SUMO2	Prostate	VCaP	16412	31/273	21/190	0	0	1.02739
SRX150641	TFs and others	EP300	Blood	GM12878	13116	31/273	21/190	0	0	1.02739
SRX219285	TFs and others	FOXA1	Prostate	LNCAP	77723	31/273	21/190	0	0	1.02739
SRX334259	TFs and others	E2F1	Unclassified	Unclassified	2426	31/273	21/190	0	0	1.02739
SRX356612	TFs and others	CTCF	Blood	GM19099	34068	31/273	21/190	0	0	1.02739
SRX471878	TFs and others	ERG	Prostate	VCaP	4248	31/273	21/190	0	0	1.02739
SRX475793	TFs and others	SPI1	Blood	GM12878	23557	31/273	21/190	0	0	1.02739
SRX5577138	TFs and others	Epitope tags	Prostate	LNCAP	43388	31/273	21/190	0	0	1.02739
SRX6878604	TFs and others	FOXA1	Prostate	LNCAP	67570	31/273	21/190	0	0	1.02739
SRX1079393	TFs and others	SUMO2	Prostate	VCaP	22216	28/273	19/190	0	0	1.02564
SRX150459	TFs and others	RAD21	Pluripotent stem cell	hESC H1	51012	28/273	19/190	0	0	1.02564
SRX188958	TFs and others	CTCF	Pancreas	Pancreas	32073	28/273	19/190	0	0	1.02564
SRX2837386	TFs and others	REL	Blood	GM12878	4304	28/273	19/190	0	0	1.02564
SRX356561	TFs and others	CTCF	Blood	GM18505	32627	28/273	19/190	0	0	1.02564
SRX8151646	TFs and others	ARNTL	Adipocyte	Preadipocytes	2025	28/273	19/190	0	0	1.02564
SRX5574370	TFs and others	SPI1	Blood	Dendritic Cells	64341	53/273	36/190	0	0	1.02462
ERX1149080	TFs and others	CTCF	Blood	MEG-01	36040	25/273	17/190	0	0	1.02349
ERX1149110	TFs and others	CTCF	Blood	MEG-01	36151	25/273	17/190	0	0	1.02349
SRX199886	TFs and others	CTCF	Breast	MCF-7	41858	25/273	17/190	0	0	1.02349
SRX7054997	TFs and others	ERG	Cardiovascular	HAEC	3435	25/273	17/190	0	0	1.02349
SRX9562886	TFs and others	SMARCA4	Muscle	RH-4	7405	25/273	17/190	0	0	1.02349
SRX3868796	TFs and others	REST	Digestive tract	Colorectal cancer organoid	7068	47/273	32/190	0	0	1.02221
SRX3124393	TFs and others	CTCF	Neural	KELLY	38410	22/273	15/190	0	0	1.02076
SRX356595	TFs and others	CTCF	Blood	GM18951	30614	22/273	15/190	0	0	1.02076
SRX4240290	TFs and others	ESR1	Gonad	SK-OV-3	1134	44/273	30/190	0	0	1.02076
SRX5124845	TFs and others	FOXA1	Prostate	22Rv1	10459	22/273	15/190	0	0	1.02076
SRX5323818	TFs and others	STAT3	Breast	T-47D	3406	22/273	15/190	0	0	1.02076
SRX9178811	TFs and others	HAP1	Blood	HAP1	7183	22/273	15/190	0	0	1.02076
SRX100469	TFs and others	GABPA	Pluripotent stem cell	hESC H1	5646	41/273	28/190	0	0	1.0191
SRX5574342	TFs and others	SPI1	Blood	Monocytes	31990	41/273	28/190	0	0	1.0191
SRX190282	TFs and others	FOXA1	Lung	A549	24558	60/273	41/190	0	0	1.01849
SRX080342	TFs and others	CTCF	Others	WERI-Rb-1	30780	19/273	13/190	0	0	1.01719
SRX150456	TFs and others	SMC3	Blood	GM12878	25485	19/273	13/190	0	0	1.01719
SRX3800709	TFs and others	CTCF	Breast	T-47D	43539	38/273	26/190	0	0	1.01719
SRX3931096	TFs and others	GRHL2	Breast	MCF-7	10819	19/273	13/190	0	0	1.01719
SRX4001905	TFs and others	RAD21	Blood	THP-1	27573	19/273	13/190	0	0	1.01719
SRX471879	TFs and others	ERG	Prostate	VCaP	4531	38/273	26/190	0	0	1.01719
SRX4815187	TFs and others	CTNNB1	Breast	MCF-7	2129	19/273	13/190	0	0	1.01719
SRX5391681	TFs and others	SMC3	Blood	Neutrophils	5218	19/273	13/190	0	0	1.01719
SRX5493761	TFs and others	FOXA1	Breast	Breast cancer cells	8650	19/273	13/190	0	0	1.01719
SRX573038	TFs and others	ELL2	Uterus	HeLa	1256	19/273	13/190	0	0	1.01719
SRX7807562	TFs and others	GATA3	Unclassified	Unclassified	20050	19/273	13/190	0	0	1.01719
SRX7902979	TFs and others	EGR1	Blood	Macrophages	458	19/273	13/190	0	0	1.01719
SRX9006851	TFs and others	FOXA1	Prostate	22Rv1	13077	19/273	13/190	0	0	1.01719
SRX5880865	TFs and others	RAD21	Digestive tract	HCT 116	30961	73/273	50/190	0	0	1.01612
SRX7807107	TFs and others	CTCF	Adipocyte	Adipocytes	44020	73/273	50/190	0	0	1.01612
SRX10913937	TFs and others	SP1	Epidermis	Dermal fibroblast	2327	54/273	37/190	0	0	1.01574
SRX5927382	TFs and others	CTCFL	Uterus	Fallopian Tubes	13496	54/273	37/190	0	0	1.01574
SRX12118516	TFs and others	POU2F2	Blood	OCI-LY-7	18138	70/273	48/190	0	0	1.01496
SRX150709	TFs and others	CEBPB	Lung	A549	32586	70/273	48/190	0	0	1.01496
SRX327761	TFs and others	BRD4	Blood	Multiple Myeloma	5494	35/273	24/190	0	0	1.01496
SRX3461644	TFs and others	BCL6	Blood	OCI-LY1	14476	35/273	24/190	0	0	1.01496
SRX4611728	TFs and others	ESR1	Breast	MCF-7	47220	35/273	24/190	0	0	1.01496
SRX5417098	TFs and others	GFP	Uterus	HeLa	39863	70/273	48/190	0	0	1.01496
SRX8066530	TFs and others	CTCF	Blood	GM06077	38874	35/273	24/190	0	0	1.01496
SRX190223	TFs and others	RXRA	Neural	SK-N-SH	10620	86/273	59/190	0	0	1.01447
SRX6441749	TFs and others	FOXA1	Pancreas	CFPAC-1	24917	86/273	59/190	0	0	1.01447
SRX119641	TFs and others	Epitope tags	Lung	A549	3144	51/273	35/190	0	0	1.01413
SRX4394543	TFs and others	STAT3	Bone	SU-DHL-1	11840	51/273	35/190	0	0	1.01413
SRX4417528	TFs and others	CTCF	Pluripotent stem cell	hESC derived neural cells	45433	51/273	35/190	0	0	1.01413
SRX9469983	TFs and others	KLF4	Prostate	LAPC-4	18906	51/273	35/190	0	0	1.01413
SRX10059518	TFs and others	CEBPD	Others	Fibroblasts	32232	67/273	46/190	0	0	1.0137
SRX1510972	TFs and others	ZNF143	Breast	MCF-7	7268	67/273	46/190	0	0	1.0137
SRX128101	TFs and others	TFAP2C	Breast	MDA-MB-453	18593	83/273	57/190	0	0	1.01343
SRX2020847	TFs and others	STAT3	Breast	MDA-MB-468	16904	83/273	57/190	0	0	1.01343
SRX080349	TFs and others	CTCF	Blood	GM12873	23435	16/273	11/190	0	0	1.01232
SRX080422	TFs and others	CTCF	Epidermis	AG10803	36269	32/273	22/190	0	0	1.01232
SRX105186	TFs and others	TP63	Epidermis	Keratinocytes	3308	16/273	11/190	0	0	1.01232
SRX1261526	TFs and others	SMC3	Blood	TF-1	9141	16/273	11/190	0	0	1.01232
SRX1514962	TFs and others	GFP	Kidney	293	13534	32/273	22/190	0	0	1.01232
SRX1738530	TFs and others	STAG1	Blood	Hematopoietic Stem Cells	7191	16/273	11/190	0	0	1.01232
SRX190176	TFs and others	CREB1	Lung	A549	1804	32/273	22/190	0	0	1.01232
SRX190351	TFs and others	TEAD4	Blood	K-562	34673	96/273	66/190	0	0	1.01232
SRX1968074	TFs and others	BCL11B	Blood	Thymus	1143	16/273	11/190	0	0	1.01232
SRX3468012	TFs and others	ARID2	Others	Aska	3062	32/273	22/190	0	0	1.01232
SRX475797	TFs and others	ZBTB33	Blood	GM12878	2462	32/273	22/190	0	0	1.01232
SRX5287710	TFs and others	Biotin	Breast	MCF-7	4012	16/273	11/190	0	0	1.01232
SRX535455	TFs and others	HEXIM1	Epidermis	A-375	2821	64/273	44/190	0	0	1.01232
SRX5574389	TFs and others	SPI1	Blood	THP-1	28428	16/273	11/190	0	0	1.01232
SRX5848179	TFs and others	CTCF	Blood	K-562	30866	16/273	11/190	0	0	1.01232
SRX6058754	TFs and others	CEBPA	Breast	T-47D	4486	16/273	11/190	0	0	1.01232
SRX7054609	TFs and others	RELA	Cardiovascular	HAEC	20915	96/273	66/190	0	0	1.01232
SRX7898176	TFs and others	QRICH1	Digestive tract	HT-29	2045	16/273	11/190	0	0	1.01232
SRX7951322	TFs and others	SMARCA2	Lung	NCI-H1944	1079	16/273	11/190	0	0	1.01232
SRX8090646	TFs and others	BRD4	Others	Synoviocytes	4712	32/273	22/190	0	0	1.01232
SRX8147140	TFs and others	FOXA2	Prostate	LNCAP	28394	16/273	11/190	0	0	1.01232
SRX9234587	TFs and others	BATF3	Blood	KARPAS-299	14068	48/273	33/190	0	0	1.01232
SRX10060725	TFs and others	EBF1	Blood	697	53918	61/273	42/190	0	0	1.01081
SRX3229121	TFs and others	ESR1	Breast	Breast cancer	2945	61/273	42/190	0	0	1.01081
SRX2267449	TFs and others	BRD4	Lung	NCI-H3122	7197	45/273	31/190	0	0	1.01028
SRX3288562	TFs and others	ZNF143	Pluripotent stem cell	hESC H9	4973	45/273	31/190	0	0	1.01028
SRX3394523	TFs and others	FLI1	Bone	A-673	28773	45/273	31/190	0	0	1.01028
SRX3990998	TFs and others	PGR	Breast	T-47D	16376	45/273	31/190	0	0	1.01028
SRX8406516	TFs and others	FOXA1	Prostate	Prostatic Neoplasms, Castration-Resistant	17190	45/273	31/190	0	0	1.01028
SRX099231	TFs and others	GATA1	Blood	PBMC	5696	29/273	20/190	0	0	1.00916
SRX10119154	TFs and others	CREB1	Blood	MV-4-11	2036	29/273	20/190	0	0	1.00916
SRX3433957	TFs and others	CTCF	Neural	SH-SY5Y	38373	29/273	20/190	0	0	1.00916
SRX673750	TFs and others	MED1	Breast	MCF-7	4106	29/273	20/190	0	0	1.00916
SRX9674623	TFs and others	FOXO1	Muscle	Myoblasts	17392	58/273	40/190	0	0	1.00916
SRX186634	TFs and others	RFX5	Neural	SK-N-SH	6877	100/273	69/190	0	0	1.00865
SRX100453	TFs and others	THAP1	Blood	K-562	2660	42/273	29/190	0	0	1.00796
SRX3768261	TFs and others	PLAG1	Blood	K-562	6947	42/273	29/190	0	0	1.00796
SRX4611727	TFs and others	ESR1	Breast	MCF-7	47308	42/273	29/190	0	0	1.00796
SRX4611737	TFs and others	ESR1	Breast	MCF-7	47487	42/273	29/190	0	0	1.00796
SRX4708023	TFs and others	HNRNPL	Liver	Hep G2	9140	42/273	29/190	0	0	1.00796
SRX5577152	TFs and others	AR	Prostate	LNCAP	46315	42/273	29/190	0	0	1.00796
SRX7807103	TFs and others	CEBPB	Adipocyte	Adipocytes	34210	42/273	29/190	0	0	1.00796
SRX8536118	TFs and others	NFYB	Blood	HUDEP-2	11191	126/273	87/190	0	0	1.00796
SRX1514975	TFs and others	GFP	Kidney	293	9616	97/273	67/190	0	0	1.0076
