SRX2207918	TFs and others	ATF3	Epidermis	CS1AN	30101	290/344	189/299	-9.03666	-4.91946	1.33367
SRX5514032	TFs and others	CDK8	Uterus	Uterin leiomyoma	4769	68/344	56/299	-0.116679	0	1.05544
SRX4116559	TFs and others	FOXP1	Blood	B cells	8899	65/344	60/299	-0.116591	0	0.941618
SRX4313227	TFs and others	YY1	Muscle	RH-4	7274	65/344	60/299	-0.116591	0	0.941618
SRX100548	TFs and others	ATF3	Liver	Hep G2	2394	25/344	24/299	-0.115393	0	0.905402
SRX3110724	TFs and others	ESR1	Breast	MCF-7	9551	25/344	24/299	-0.115393	0	0.905402
SRX10382403	TFs and others	QSER1	Pluripotent stem cell	hESC H1	6435	72/344	59/299	-0.114333	0	1.0607
SRX3461644	TFs and others	BCL6	Blood	OCI-LY1	14476	72/344	59/299	-0.114333	0	1.0607
SRX341012	TFs and others	MYOD1	Muscle	Rhabdomyosarcoma	20069	68/344	62/299	-0.114267	0	0.953301
SRX1041802	TFs and others	GATA3	Blood	Jurkat	13079	28/344	22/299	-0.114157	0	1.10624
SRX150585	TFs and others	NFYA	Blood	GM12878	1488	28/344	22/299	-0.114157	0	1.10624
SRX3927295	TFs and others	BRD9	Blood	MOLM-13	5061	28/344	22/299	-0.114157	0	1.10624
SRX8089620	TFs and others	AR	Prostate	VCaP	20494	28/344	22/299	-0.114157	0	1.10624
SRX190262	TFs and others	USF1	Neural	SK-N-SH	9016	69/344	63/299	-0.113687	0	0.951966
SRX5323870	TFs and others	STAT3	Breast	MCF-7	11272	69/344	63/299	-0.113687	0	0.951966
SRX1042049	TFs and others	USF1	Blood	Erythroid Cells	5638	73/344	60/299	-0.113577	0	1.05751
SRX5401866	TFs and others	PGR	Breast	T-47D	33551	73/344	60/299	-0.113577	0	1.05751
SRX10382398	TFs and others	EZH2	Pluripotent stem cell	hESC H1	2387	26/344	25/299	-0.113253	0	0.903953
SRX150600	TFs and others	JUN	Blood	K-562	5858	26/344	25/299	-0.113253	0	0.903953
SRX1514985	TFs and others	GFP	Kidney	293	2471	26/344	25/299	-0.113253	0	0.903953
SRX186616	TFs and others	ZMIZ1	Blood	K-562	5162	26/344	25/299	-0.113253	0	0.903953
SRX186771	TFs and others	CHD1	Blood	K-562	2234	26/344	25/299	-0.113253	0	0.903953
SRX346921	TFs and others	MITF	Epidermis	Melanocytes	3761	26/344	25/299	-0.113253	0	0.903953
SRX3592682	TFs and others	GATA6	Pluripotent stem cell	hESC HUES8	18069	26/344	25/299	-0.113253	0	0.903953
SRX5391681	TFs and others	SMC3	Blood	Neutrophils	5218	26/344	25/299	-0.113253	0	0.903953
SRX5974572	TFs and others	TAL1	Blood	K-562	8881	26/344	25/299	-0.113253	0	0.903953
SRX6913046	TFs and others	BRD4	Blood	THP-1	3064	26/344	25/299	-0.113253	0	0.903953
SRX093189	TFs and others	SPI1	Blood	Macrophages	29256	74/344	61/299	-0.112818	0	1.05442
SRX190278	TFs and others	GABPA	Blood	HL-60	6396	71/344	65/299	-0.112506	0	0.949419
SRX2194232	TFs and others	BRD4	Breast	SUM 159PT	12633	71/344	65/299	-0.112506	0	0.949419
SRX7728610	TFs and others	TWIST1	Pluripotent stem cell	hESC derived neural crests	25576	75/344	62/299	-0.112059	0	1.05143
SRX2570610	TFs and others	CTCF	Blood	HAP1	23754	72/344	66/299	-0.111905	0	0.948203
SRX4001961	TFs and others	SPI1	Blood	THP-1	26144	72/344	66/299	-0.111905	0	0.948203
SRX6840507	TFs and others	HAP1	Blood	KBM-7	15400	72/344	66/299	-0.111905	0	0.948203
SRX2194233	TFs and others	BRD4	Breast	SUM 159PT	4441	29/344	23/299	-0.111703	0	1.09593
SRX4393712	TFs and others	RUNX1	Blood	ME-1	6326	29/344	23/299	-0.111703	0	1.09593
SRX5136353	TFs and others	RTA	Blood	BCBL1	2148	29/344	23/299	-0.111703	0	1.09593
SRX5567180	TFs and others	RUNX1	Blood	ME-1	6326	29/344	23/299	-0.111703	0	1.09593
SRX5668140	TFs and others	KMT2A	Blood	OCI-AML3	1952	29/344	23/299	-0.111703	0	1.09593
SRX7493850	TFs and others	DLX5	Others	CAL 27	2402	29/344	23/299	-0.111703	0	1.09593
SRX1053374	TFs and others	CTCF	Pluripotent stem cell	ES cells	7761	27/344	26/299	-0.11119	0	0.902616
SRX150356	TFs and others	STAT3	Uterus	HeLa	11084	27/344	26/299	-0.11119	0	0.902616
SRX371439	TFs and others	ESR1	Others	Tumour tissues	10495	27/344	26/299	-0.11119	0	0.902616
SRX5974578	TFs and others	GATA1	Blood	K-562	8372	27/344	26/299	-0.11119	0	0.902616
SRX6101129	TFs and others	SOX2	Pluripotent stem cell	hESC H9	16438	27/344	26/299	-0.11119	0	0.902616
SRX6614756	TFs and others	CTCF	Lung	IMR-90	6185	27/344	26/299	-0.11119	0	0.902616
SRX9006851	TFs and others	FOXA1	Prostate	22Rv1	13077	27/344	26/299	-0.11119	0	0.902616
SRX9498686	TFs and others	TBP	Blood	K-562	2501	27/344	26/299	-0.11119	0	0.902616
SRX5821034	TFs and others	GATA1	Blood	HUDEP-2	15479	74/344	68/299	-0.110686	0	0.945879
SRX3868792	TFs and others	REST	Digestive tract	Colorectal cancer organoid	10615	77/344	64/299	-0.110539	0	1.04574
SRX014782	TFs and others	RARA	Blood	UPR9	5773	30/344	24/299	-0.109363	0	1.08648
SRX097089	TFs and others	SMAD1	Blood	K-562	9452	30/344	24/299	-0.109363	0	1.08648
SRX3445669	TFs and others	TAL1	Blood	K-562	10510	30/344	24/299	-0.109363	0	1.08648
SRX5124845	TFs and others	FOXA1	Prostate	22Rv1	10459	30/344	24/299	-0.109363	0	1.08648
SRX9550927	TFs and others	FOXA1	Prostate	Prostate cancer	9404	30/344	24/299	-0.109363	0	1.08648
SRX189742	TFs and others	ETS1	Cardiovascular	HUVEC	2988	28/344	27/299	-0.109199	0	0.901378
SRX728780	TFs and others	CDK9	Blood	THP-1	5777	28/344	27/299	-0.109199	0	0.901378
SRX4046310	TFs and others	KDM6A	Blood	Erythroblasts	15219	77/344	70/299	-0.108949	0	0.956105
SRX3468008	TFs and others	SMARCC1	Others	Aska	7760	81/344	67/299	-0.108823	0	1.05081
SRX150584	TFs and others	IRF1	Blood	K-562	8398	78/344	71/299	-0.108471	0	0.95488
SRX2982414	TFs and others	FOXA1	Uterus	Ishikawa	25173	78/344	71/299	-0.108471	0	0.95488
SRX9534426	TFs and others	POU2AF1	Blood	Tonsil germinal center cells	12453	78/344	71/299	-0.108471	0	0.95488
SRX017878	TFs and others	RELA	Blood	GM15510	1130	7/344	5/299	-0.108466	0	1.21686
SRX083216	TFs and others	AR	Prostate	LNCAP	3623	7/344	5/299	-0.108466	0	1.21686
SRX1384028	TFs and others	TP53	Digestive tract	HCT 116	3207	7/344	5/299	-0.108466	0	1.21686
SRX1514917	TFs and others	GFP	Kidney	293	2193	7/344	5/299	-0.108466	0	1.21686
SRX1514974	TFs and others	GFP	Kidney	293	1140	7/344	5/299	-0.108466	0	1.21686
SRX1547998	TFs and others	TP53	Epidermis	Dermal fibroblast	2504	7/344	5/299	-0.108466	0	1.21686
SRX173207	TFs and others	AR	Prostate	LNCAP	6411	7/344	5/299	-0.108466	0	1.21686
SRX2671522	TFs and others	Epitope tags	Kidney	293	792	7/344	5/299	-0.108466	0	1.21686
SRX2683579	TFs and others	Epitope tags	Kidney	293	511	7/344	5/299	-0.108466	0	1.21686
SRX2793579	TFs and others	RB1	Breast	MCF-7	1176	7/344	5/299	-0.108466	0	1.21686
SRX3367000	TFs and others	AR	Prostate	LNCAP	3082	7/344	5/299	-0.108466	0	1.21686
SRX367311	TFs and others	JMJD6	Kidney	293	3197	7/344	5/299	-0.108466	0	1.21686
SRX3873717	TFs and others	ELL2	Lung	SW 1271	844	7/344	5/299	-0.108466	0	1.21686
SRX4212574	TFs and others	EZH2	Blood	Peripheral blood mononuclear cells	985	7/344	5/299	-0.108466	0	1.21686
SRX4212587	TFs and others	EZH2	Blood	Peripheral blood mononuclear cells	936	7/344	5/299	-0.108466	0	1.21686
SRX497608	TFs and others	PIAS1	Prostate	VCaP	3428	7/344	5/299	-0.108466	0	1.21686
SRX5299348	TFs and others	PCGF2	Kidney	293	780	7/344	5/299	-0.108466	0	1.21686
SRX5444519	TFs and others	KMT2A	Blood	MOLM-13	601	7/344	5/299	-0.108466	0	1.21686
SRX5447476	TFs and others	Epitope tags	Pluripotent stem cell	iPS cells	1058	7/344	5/299	-0.108466	0	1.21686
SRX573039	TFs and others	ELL2	Uterus	HeLa	661	7/344	5/299	-0.108466	0	1.21686
SRX5974575	TFs and others	CTCF	Blood	K-562	2077	7/344	5/299	-0.108466	0	1.21686
SRX687555	TFs and others	HDAC2	Blood	Erythroid progenitors	1109	7/344	5/299	-0.108466	0	1.21686
SRX702031	TFs and others	KLF5	Pluripotent stem cell	hESC HUES64	447	7/344	5/299	-0.108466	0	1.21686
SRX730441	TFs and others	EP300	Breast	MCF-7	412	7/344	5/299	-0.108466	0	1.21686
SRX753138	TFs and others	GTF2I	Pluripotent stem cell	iPS cells	713	7/344	5/299	-0.108466	0	1.21686
SRX769725	TFs and others	SUMO2	Prostate	VCaP	2226	7/344	5/299	-0.108466	0	1.21686
SRX7902971	TFs and others	Epitope tags	Kidney	293	1736	7/344	5/299	-0.108466	0	1.21686
SRX9281782	TFs and others	RNF2	Kidney	293	621	7/344	5/299	-0.108466	0	1.21686
SRX9607666	TFs and others	RARA	Pluripotent stem cell	NTERA-2	1836	7/344	5/299	-0.108466	0	1.21686
SRX9932065	TFs and others	HDAC6	Breast	MCF-7	2886	7/344	5/299	-0.108466	0	1.21686
SRX190267	TFs and others	TAF1	Breast	MCF-7	5508	82/344	68/299	-0.108194	0	1.04814
SRX4824376	TFs and others	ZFX	Prostate	22Rv1	7106	82/344	68/299	-0.108194	0	1.04814
SRX2382329	TFs and others	EBF3	Neural	SK-N-SH	25303	79/344	72/299	-0.107985	0	0.95369
ERX200532	TFs and others	CTCF	Blood	B cells	2111	6/344	7/299	-0.107824	0	0.745017
SRX100509	TFs and others	NR3C1	Uterus	ECC-1	1029	6/344	7/299	-0.107824	0	0.745017
SRX1012714	TFs and others	PGR	Breast	T-47D	3076	6/344	7/299	-0.107824	0	0.745017
SRX1133781	TFs and others	KDM1A	Blood	SKNO-1	1902	6/344	7/299	-0.107824	0	0.745017
SRX129067	TFs and others	MYC	Blood	P493-6	733	6/344	7/299	-0.107824	0	0.745017
SRX220075	TFs and others	AR	Prostate	LNCAP	6264	6/344	7/299	-0.107824	0	0.745017
SRX2368901	TFs and others	FOXA2	Epidermis	BJ	4682	6/344	7/299	-0.107824	0	0.745017
SRX2510827	TFs and others	NELFA	Uterus	HeLa	983	6/344	7/299	-0.107824	0	0.745017
SRX2915389	TFs and others	PGR	Breast	T-47D	3235	6/344	7/299	-0.107824	0	0.745017
SRX3229175	TFs and others	FOXA1	Breast	Breast cancer	2763	6/344	7/299	-0.107824	0	0.745017
SRX3584303	TFs and others	RARA	Pluripotent stem cell	iPS derived chondrocytes	3235	6/344	7/299	-0.107824	0	0.745017
SRX4115994	TFs and others	FOXA1	Breast	MCF-7	5520	6/344	7/299	-0.107824	0	0.745017
SRX4451201	TFs and others	ESR1	Breast	MCF-7	3953	6/344	7/299	-0.107824	0	0.745017
SRX502059	TFs and others	AR	Prostate	Prostate cancer	6685	6/344	7/299	-0.107824	0	0.745017
SRX5057631	TFs and others	GATA3	Breast	T-47D	4180	6/344	7/299	-0.107824	0	0.745017
SRX5124852	TFs and others	FOXA1	Kidney	293	13427	6/344	7/299	-0.107824	0	0.745017
SRX5323811	TFs and others	ESR1	Breast	T-47D	2400	6/344	7/299	-0.107824	0	0.745017
SRX6039038	TFs and others	RARA	Pluripotent stem cell	iPS derived chondrocytes	5294	6/344	7/299	-0.107824	0	0.745017
SRX701982	TFs and others	FOXA2	Pluripotent stem cell	hESC derived mesendodermal cells	5512	6/344	7/299	-0.107824	0	0.745017
SRX7371442	TFs and others	TP53	Pluripotent stem cell	hESC derived ectodermal cells	1953	6/344	7/299	-0.107824	0	0.745017
SRX790968	TFs and others	RELB	Blood	L-1236	2087	6/344	7/299	-0.107824	0	0.745017
SRX825399	TFs and others	ZEB1	Pancreas	PANC-1	619	6/344	7/299	-0.107824	0	0.745017
SRX8272755	TFs and others	ESR2	Digestive tract	SW 480	2006	6/344	7/299	-0.107824	0	0.745017
ERX1149106	TFs and others	CTCF	Unclassified	Unclassified	8803	32/344	25/299	-0.107279	0	1.11256
SRX497605	TFs and others	AR	Prostate	VCaP	21920	32/344	25/299	-0.107279	0	1.11256
SRX7044869	TFs and others	MAZ	Blood	Erythroid Cells	1769	32/344	25/299	-0.107279	0	1.11256
SRX190232	TFs and others	SP2	Pluripotent stem cell	hESC H1	2255	31/344	25/299	-0.107128	0	1.07779
SRX3230409	TFs and others	ZCCHC11	Liver	Hep G2	3758	31/344	25/299	-0.107128	0	1.07779
SRX728779	TFs and others	CDK9	Blood	THP-1	5867	31/344	25/299	-0.107128	0	1.07779
SRX7549663	TFs and others	TFAP2C	Pluripotent stem cell	hESC UCLA2	3683	31/344	25/299	-0.107128	0	1.07779
SRX3124420	TFs and others	CTCF	Neural	KELLY	23352	81/344	74/299	-0.106992	0	0.951406
SRX4001888	TFs and others	CTCF	Blood	THP-1	22426	81/344	74/299	-0.106992	0	0.951406
SRX5719584	TFs and others	CTCF	Blood	CUTLL1	22723	81/344	74/299	-0.106992	0	0.951406
SRX5931551	TFs and others	GATA1	Blood	HUDEP-2	23723	84/344	70/299	-0.106926	0	1.04302
SRX5604680	TFs and others	FOXA1	Prostate	LNCAP	29975	87/344	72/299	-0.105973	0	1.05027
SRX1127535	TFs and others	SPI1	Blood	RS4-11	9930	30/344	28/299	-0.105494	0	0.931271
SRX1823810	TFs and others	CEBPB	Bone	Osteoblasts	10128	30/344	28/299	-0.105494	0	0.931271
SRX371472	TFs and others	ESR1	Breast	T-47D	11692	30/344	28/299	-0.105494	0	0.931271
SRX850667	TFs and others	BCL6	Blood	CD4+ T cells	3934	30/344	28/299	-0.105494	0	0.931271
SRX100570	TFs and others	SIN3A	Blood	K-562	7407	88/344	73/299	-0.105454	0	1.04779
SRX3990996	TFs and others	PGR	Breast	T-47D	20824	88/344	73/299	-0.105454	0	1.04779
SRX5974544	TFs and others	CTCF	Blood	K-562	10431	33/344	26/299	-0.105424	0	1.1032
SRX8406546	TFs and others	HOXB13	Prostate	Prostate	16109	33/344	26/299	-0.105424	0	1.1032
SRX4377542	TFs and others	BRD2	Breast	MDA-MB-231	6583	89/344	74/299	-0.10493	0	1.04537
SRX5624368	TFs and others	SREBF2	Blood	Macrophages	9792	89/344	74/299	-0.10493	0	1.04537
SRX2146136	TFs and others	EZH2	Prostate	LNCAP	28508	86/344	78/299	-0.104677	0	0.958333
SRX7807112	TFs and others	RUNX2	Unclassified	Unclassified	15418	90/344	75/299	-0.104401	0	1.04302
SRX3800711	TFs and others	CTCF	Breast	T-47D	27634	87/344	79/299	-0.104276	0	0.957205
SRX5574486	TFs and others	FLI1	Blood	CTV-1	17259	87/344	79/299	-0.104276	0	0.957205
SRX8570943	TFs and others	HAP1	Blood	KBM-7	32497	87/344	79/299	-0.104276	0	0.957205
SRX037417	TFs and others	PRAME	Blood	K-562	3110	31/344	29/299	-0.104004	0	0.92913
SRX4313202	TFs and others	HDAC2	Muscle	RH-4	6626	31/344	29/299	-0.104004	0	0.92913
SRX698186	TFs and others	LMO2	Blood	Kasumi-1	7380	31/344	29/299	-0.104004	0	0.92913
SRX2871360	TFs and others	PGR	Breast	T-47D	33706	91/344	76/299	-0.103868	0	1.04074
SRX790970	TFs and others	NFKB1	Blood	L-1236	16380	91/344	76/299	-0.103868	0	1.04074
SRX2871361	TFs and others	PGR	Breast	T-47D	35355	88/344	80/299	-0.103867	0	0.956105
SRX159133	TFs and others	Epitope tags	Kidney	293	3033	34/344	27/299	-0.103631	0	1.09453
SRX5323816	TFs and others	STAT3	Breast	T-47D	4728	34/344	27/299	-0.103631	0	1.09453
SRX5702623	TFs and others	ESR1	Breast	Breast cancer cells	16957	92/344	77/299	-0.103329	0	1.03851
SRX667986	TFs and others	FOXA1	Prostate	VCaP	68445	92/344	77/299	-0.103329	0	1.03851
SRX3586366	TFs and others	RUNX1	Blood	Pre-B lymphoblast cells	13958	94/344	78/299	-0.103027	0	1.04748
SRX2731775	TFs and others	CTCF	Neural	Neuroblastoma	6822	32/344	30/299	-0.102546	0	0.927132
SRX6824678	TFs and others	MYOD1	Unclassified	Unclassified	11806	32/344	30/299	-0.102546	0	0.927132
SRX10119135	TFs and others	RUNX1	Blood	MV-4-11	39133	91/344	82/299	-0.102489	0	0.964585
SRX100423	TFs and others	SIX5	Blood	K-562	2815	35/344	28/299	-0.101898	0	1.08648
SRX1156542	TFs and others	SMARCA4	Breast	MDA-MB-231	3818	35/344	28/299	-0.101898	0	1.08648
SRX9317675	TFs and others	FOXC1	Blood	Fujioka	10724	35/344	28/299	-0.101898	0	1.08648
SRX9628169	TFs and others	NR3C1	Kidney	293	16852	35/344	28/299	-0.101898	0	1.08648
SRX5577152	TFs and others	AR	Prostate	LNCAP	46315	94/344	85/299	-0.101542	0	0.961218
SRX9550929	TFs and others	FOXA1	Prostate	Prostate cancer	40462	94/344	85/299	-0.101542	0	0.961218
SRX265425	TFs and others	KDM5B	Breast	SUM 159PT	6385	33/344	31/299	-0.101119	0	0.925263
SRX334259	TFs and others	E2F1	Unclassified	Unclassified	2426	33/344	31/299	-0.101119	0	0.925263
SRX367328	TFs and others	CDK9	Kidney	293	2376	33/344	31/299	-0.101119	0	0.925263
SRX8037078	TFs and others	KLF5	Digestive tract	HT-55	4408	33/344	31/299	-0.101119	0	0.925263
SRX5089500	TFs and others	HDAC1	Breast	MCF-7	6133	99/344	83/299	-0.100811	0	1.03674
SRX194566	TFs and others	E2F4	Breast	MCF-7	2371	36/344	29/299	-0.100221	0	1.07899
SRX080047	TFs and others	EP300	Blood	NB-4	3081	7/344	7/299	-0.100075	0	0.869186
SRX1012601	TFs and others	ESR1	Breast	T-47D	4221	7/344	7/299	-0.100075	0	0.869186
SRX1091034	TFs and others	Biotin	Blood	NOMO-1	2956	7/344	7/299	-0.100075	0	0.869186
SRX143299	TFs and others	SNAPC1	Breast	MCF 10A	547	7/344	7/299	-0.100075	0	0.869186
SRX2270128	TFs and others	RELA	Liver	HuH-7	566	7/344	7/299	-0.100075	0	0.869186
SRX3401276	TFs and others	CTBP2	Breast	MCF-7	3208	7/344	7/299	-0.100075	0	0.869186
SRX4116007	TFs and others	AR	Prostate	Prostate cancer cells	4551	7/344	7/299	-0.100075	0	0.869186
SRX4708063	TFs and others	SRSF4	Blood	K-562	565	7/344	7/299	-0.100075	0	0.869186
SRX4783065	TFs and others	AR	Prostate	Prostate cancer cells	8834	7/344	7/299	-0.100075	0	0.869186
SRX5089415	TFs and others	SMARCA4	Breast	MCF-7	2066	7/344	7/299	-0.100075	0	0.869186
SRX5203299	TFs and others	CTCF	Breast	MCF-7	3069	7/344	7/299	-0.100075	0	0.869186
SRX5371741	TFs and others	NFKB1	Blood	CD4+ T cells	1876	7/344	7/299	-0.100075	0	0.869186
SRX5441325	TFs and others	PCF11	Uterus	HeLa	852	7/344	7/299	-0.100075	0	0.869186
SRX573042	TFs and others	ELL2	Uterus	HeLa	1028	7/344	7/299	-0.100075	0	0.869186
SRX7202535	TFs and others	RAD21	Uterus	HEC-1-B	4624	7/344	7/299	-0.100075	0	0.869186
SRX747791	TFs and others	FOXA1	Breast	MCF-7	5372	7/344	7/299	-0.100075	0	0.869186
SRX7565921	TFs and others	CTCF	Gonad	A2780	1568	7/344	7/299	-0.100075	0	0.869186
SRX7807109	TFs and others	TEAD4	Unclassified	Unclassified	1860	7/344	7/299	-0.100075	0	0.869186
SRX831878	TFs and others	STAT5B	Blood	CD8+ T cells	2243	7/344	7/299	-0.100075	0	0.869186
SRX8520792	TFs and others	STAT3	Breast	BT-474	2634	7/344	7/299	-0.100075	0	0.869186
SRX9055416	TFs and others	LDB1	Blood	HUDEP-2	2629	7/344	7/299	-0.100075	0	0.869186
ERX664199	TFs and others	CTCF	Blood	B cells	2064	9/344	6/299	-0.0998702	0	1.30378
SRX017870	TFs and others	RELA	Blood	GM19099	2082	9/344	6/299	-0.0998702	0	1.30378
SRX029086	TFs and others	GATA1	Blood	K-562	3820	9/344	6/299	-0.0998702	0	1.30378
SRX097073	TFs and others	SMAD1	Blood	CD34 Hematopoietic stem cells	4383	9/344	6/299	-0.0998702	0	1.30378
SRX1304577	TFs and others	LYL1	Blood	HL-60	4084	9/344	6/299	-0.0998702	0	1.30378
SRX1397384	TFs and others	SMAD1	Blood	CD34+	4401	9/344	6/299	-0.0998702	0	1.30378
SRX1515030	TFs and others	GFP	Kidney	293	4745	9/344	6/299	-0.0998702	0	1.30378
SRX170356	TFs and others	SMARCA4	Blood	B cells	1180	9/344	6/299	-0.0998702	0	1.30378
SRX1703571	TFs and others	GRHL2	Prostate	LNCAP	3820	9/344	6/299	-0.0998702	0	1.30378
SRX186620	TFs and others	RFX5	Lung	IMR-90	1861	9/344	6/299	-0.0998702	0	1.30378
SRX189083	TFs and others	CTCF	Lung	WI-38	3326	9/344	6/299	-0.0998702	0	1.30378
SRX367321	TFs and others	EP300	Kidney	293	696	9/344	6/299	-0.0998702	0	1.30378
SRX5289975	TFs and others	NR3C1	Lung	BEAS-2B	1955	9/344	6/299	-0.0998702	0	1.30378
SRX5426118	TFs and others	MTF2	Pluripotent stem cell	NT2-D1	1029	9/344	6/299	-0.0998702	0	1.30378
SRX5493756	TFs and others	FOXA1	Breast	Breast cancer cells	3691	9/344	6/299	-0.0998702	0	1.30378
SRX5822371	TFs and others	AML1-ETO	Blood	Kasumi-1	2410	9/344	6/299	-0.0998702	0	1.30378
SRX5975310	TFs and others	CDK12	Bone	MG-63	772	9/344	6/299	-0.0998702	0	1.30378
SRX673741	TFs and others	ESR1	Breast	MCF-7	2159	9/344	6/299	-0.0998702	0	1.30378
SRX6824672	TFs and others	SNAI2	Unclassified	Unclassified	1955	9/344	6/299	-0.0998702	0	1.30378
SRX697735	TFs and others	PRKCQ	Blood	CD4+ T cells	4787	9/344	6/299	-0.0998702	0	1.30378
SRX7712495	TFs and others	HIF1A	Lung	A549	918	9/344	6/299	-0.0998702	0	1.30378
SRX7735437	TFs and others	KDM1A	Blood	HEL	3030	9/344	6/299	-0.0998702	0	1.30378
SRX8089614	TFs and others	AR	Prostate	VCaP	4251	9/344	6/299	-0.0998702	0	1.30378
SRX8151649	TFs and others	ARNTL	Adipocyte	Preadipocytes	1840	9/344	6/299	-0.0998702	0	1.30378
SRX9237236	TFs and others	PAF1	Blood	K-562	2744	9/344	6/299	-0.0998702	0	1.30378
SRX9555219	TFs and others	SUZ12	Kidney	293	738	9/344	6/299	-0.0998702	0	1.30378
SRX150397	TFs and others	FOS	Uterus	HeLa	8901	34/344	32/299	-0.099723	0	0.92351
SRX1569767	TFs and others	AR	Prostate	VCaP	23459	34/344	32/299	-0.099723	0	0.92351
SRX1653204	TFs and others	NR4A1	Blood	Kasumi-1	12460	34/344	32/299	-0.099723	0	0.92351
SRX2778385	TFs and others	YY1	Blood	Lymphoblastoid cell line	3872	34/344	32/299	-0.099723	0	0.92351
SRX4374901	TFs and others	RBPJ	Breast	MB 157	4213	34/344	32/299	-0.099723	0	0.92351
SRX4786555	TFs and others	KMT2C	Breast	MCF-7	8295	34/344	32/299	-0.099723	0	0.92351
SRX5514031	TFs and others	CDK8	Uterus	Uterin leiomyoma	2482	34/344	32/299	-0.099723	0	0.92351
SRX5702621	TFs and others	ESR1	Breast	T-47D	12434	34/344	32/299	-0.099723	0	0.92351
SRX717859	TFs and others	EP300	Uterus	HeLa	14403	34/344	32/299	-0.099723	0	0.92351
SRX7202557	TFs and others	CTCF	Uterus	HEC-1-B	11963	34/344	32/299	-0.099723	0	0.92351
SRX5880871	TFs and others	RAD21	Digestive tract	DKO	30679	102/344	92/299	-0.098941	0	0.963663
SRX535455	TFs and others	HEXIM1	Epidermis	A-375	2821	37/344	30/299	-0.0985978	0	1.072
SRX5574352	TFs and others	SPI1	Blood	Mast Cells	6279	37/344	30/299	-0.0985978	0	1.072
SRX610813	TFs and others	DDX5	Pluripotent stem cell	NTERA-2	331268	240/344	205/299	-0.0983784	0	1.01758
SRX151229	TFs and others	SMC1A	Blood	Lymphoblastoid cells	7704	35/344	33/299	-0.0983581	0	0.921864
SRX3511104	TFs and others	NFIC	Liver	Hep G2	5684	35/344	33/299	-0.0983581	0	0.921864
SRX6957467	TFs and others	FOXL2	Kidney	HGrC1	15833	35/344	33/299	-0.0983581	0	0.921864
SRX8013010	TFs and others	Epitope tags	Kidney	293	51071	35/344	33/299	-0.0983581	0	0.921864
SRX5661982	TFs and others	CREB1	Kidney	Kidney Cortex	32278	238/344	204/299	-0.0976177	0	1.01405
SRX4172742	TFs and others	GATA1	Digestive tract	HCT 116	10123	108/344	97/299	-0.0972191	0	0.967754
SRX8080553	TFs and others	Epitope tags	Breast	Mammary gland ductal carcinoma	19497	108/344	97/299	-0.0972191	0	0.967754
SRX9867032	TFs and others	CTCF	Unclassified	Unclassified	19971	108/344	97/299	-0.0972191	0	0.967754
SRX5931550	TFs and others	GATA1	Blood	HUDEP-2	26572	112/344	94/299	-0.0971585	0	1.03563
SRX150431	TFs and others	ELK4	Uterus	HeLa	2495	36/344	34/299	-0.0970233	0	0.920315
SRX2431539	TFs and others	GATA4	Epidermis	BJ	15430	36/344	34/299	-0.0970233	0	0.920315
SRX2436037	TFs and others	OTX2	Neural	D341 Med	24103	36/344	34/299	-0.0970233	0	0.920315
SRX476913	TFs and others	SNAI2	Epidermis	Keratinocytes	3749	36/344	34/299	-0.0970233	0	0.920315
SRX7544092	TFs and others	ESR1	Uterus	Ishikawa	17708	114/344	96/299	-0.0965049	0	1.03216
SRX150647	TFs and others	ZNF143	Blood	K-562	23135	115/344	97/299	-0.0961679	0	1.03048
SRX702548	TFs and others	CHD8	Pluripotent stem cell	iPS derived neural cells	10229	115/344	97/299	-0.0961679	0	1.03048
SRX682384	TFs and others	RUNX1	Blood	TSU-1621MT	34054	117/344	98/299	-0.0960693	0	1.0377
SRX150721	TFs and others	UBTF	Blood	K-562	9889	116/344	98/299	-0.0958243	0	1.02883
SRX1514937	TFs and others	GFP	Kidney	293	13566	116/344	98/299	-0.0958243	0	1.02883
SRX356710	TFs and others	STAG1	Blood	GM19240	29686	116/344	98/299	-0.0958243	0	1.02883
SRX2207671	TFs and others	RELA	Cardiovascular	HUVEC	16549	40/344	32/299	-0.0957181	0	1.08648
SRX1594206	TFs and others	CTCF	Breast	MCF-7	27693	114/344	102/299	-0.0956781	0	0.971443
SRX174820	TFs and others	FOXA1	Lung	NCI-H3122	18499	37/344	34/299	-0.0955738	0	0.945879
SRX4107932	TFs and others	SKP2	Digestive tract	HCT 116	24515	37/344	34/299	-0.0955738	0	0.945879
SRX9005594	TFs and others	Epitope tags	Others	TM5	4830	37/344	34/299	-0.0955738	0	0.945879
SRX9317682	TFs and others	RUNX1	Blood	Fujioka	3860	37/344	34/299	-0.0955738	0	0.945879
SRX150605	TFs and others	RELA	Blood	GM12891	24800	118/344	106/299	-0.0950055	0	0.967584
SRX9468654	TFs and others	AR	Prostate	LNCAP	88457	122/344	103/299	-0.0947215	0	1.02952
SRX666558	TFs and others	Epitope tags	Breast	T-47D	14483	120/344	108/299	-0.0946177	0	0.965762
SRX1161202	TFs and others	FOXA1	Breast	T-47D	18148	38/344	35/299	-0.0945354	0	0.943688
SRX212647	TFs and others	STAT1	Blood	Monocytes-CD14+	4487	38/344	35/299	-0.0945354	0	0.943688
